Students	5000
568	35 41 46 33
569	31 6 29 2
570	19 10 27 43
571	42 5 43 20
572	12 3 35 38
573	16 19 35 26
574	8 25 24 46
575	29 30 22 6
576	27 48 5 34
577	49 35 30 4
578	1 28 48 4
579	33 15 21 25
580	18 30 26 43
581	39 45 41 10
582	28 14 35 33
583	34 24 14 38
584	13 43 30 26
585	44 12 9 21
586	8 6 43 42
587	8 15 21 29
588	2 44 29 22
589	34 1 36 35
590	28 34 5 30
591	12 43 20 29
592	33 1 6 30
593	30 20 35 44
594	42 28 27 26
595	14 11 37 19
596	28 41 36 44
597	25 41 31 45
598	19 39 7 12
599	23 29 26 37
600	26 11 48 39
601	24 2 33 28
602	21 23 34 49
603	7 31 41 13
604	37 48 39 23
605	30 11 5 48
606	29 27 45 47
607	34 50 47 5
608	40 35 6 25
609	50 25 18 49
610	38 30 26 15
611	3 33 15 13
612	47 43 22 17
613	20 15 37 38
614	18 44 5 33
615	24 6 25 8
616	31 33 27 30
617	25 6 7 13
618	49 3 27 13
619	4 2 39 45
620	22 44 4 38
621	45 1 38 47
622	44 37 43 46
623	40 23 26 39
624	27 24 6 19
625	17 30 36 43
626	16 4 13 1
627	6 44 18 24
628	30 48 50 22
629	37 48 4 28
630	31 4 32 48
631	22 44 31 26
632	45 5 24 28
633	50 39 36 44
634	23 44 33 15
635	45 9 34 6
636	31 15 27 38
637	46 18 42 38
638	36 6 28 25
639	50 15 44 35
640	41 11 45 7
641	9 32 10 20
642	26 40 25 33
643	7 31 35 45
644	12 39 48 42
645	35 46 16 21
646	28 17 39 32
647	2 15 39 24
648	43 30 48 28
649	41 1 42 8
650	17 33 36 39
651	14 20 4 42
652	44 19 29 40
653	18 20 39 9
654	42 20 6 3
655	42 38 8 46
656	39 13 42 2
657	32 7 44 9
658	20 24 16 5
659	13 36 30 31
660	8 9 37 32
661	43 26 3 38
662	23 7 6 48
663	45 28 16 38
664	24 3 43 27
665	8 19 9 47
666	29 38 47 24
667	27 10 20 1
668	39 7 33 48
669	27 2 28 3
670	5 13 45 35
671	5 25 43 7
672	46 39 15 12
673	38 50 33 40
674	9 47 2 6
675	17 23 8 21
676	9 37 43 32
677	9 16 22 19
678	32 15 50 20
679	20 16 11 37
680	28 39 10 13
681	42 1 7 18
682	43 40 8 48
683	15 26 34 35
684	1 16 15 50
685	40 28 25 35
686	48 22 7 12
687	32 37 4 7
688	22 8 32 25
689	44 20 24 33
690	42 20 32 37
691	43 12 25 18
692	45 11 23 25
693	14 11 48 31
694	34 40 50 6
695	19 36 45 1
696	23 32 25 30
697	2 48 12 9
698	17 10 37 26
699	28 22 24 23
700	49 4 21 24
701	5 45 4 14
702	8 21 32 15
703	16 33 3 36
704	46 45 2 36
705	3 21 42 39
706	35 9 10 46
707	7 11 14 28
708	12 24 21 42
709	39 35 25 18
710	24 15 28 20
711	19 8 4 22
712	14 24 3 28
713	34 30 47 2
714	38 19 35 24
715	29 50 24 2
716	21 8 26 42
717	3 11 27 49
718	16 10 47 14
719	5 22 7 24
720	22 2 30 4
721	46 21 45 28
722	38 5 32 6
723	49 18 36 16
724	8 31 24 39
725	13 10 28 23
726	2 14 45 34
727	29 17 50 6
728	2 3 30 5
729	29 32 42 14
730	4 14 5 2
731	29 36 45 2
732	50 34 33 37
733	35 30 49 38
734	40 7 34 21
735	19 2 17 1
736	28 33 3 15
737	46 20 3 40
738	34 32 3 35
739	43 38 44 11
740	34 48 13 31
741	45 50 42 39
742	9 6 12 33
743	47 38 48 25
744	1 21 14 4
745	10 33 48 20
746	31 35 3 38
747	1 30 7 25
748	32 12 47 29
749	27 42 5 4
750	31 5 44 11
751	24 46 3 10
752	46 41 33 11
753	30 5 47 1
754	10 40 17 13
755	43 13 47 15
756	39 10 17 30
757	41 6 45 26
758	44 19 25 46
759	9 20 3 50
760	40 5 22 28
761	44 28 33 29
762	47 48 18 1
763	18 25 21 9
764	38 23 39 30
765	15 46 40 19
766	44 25 50 47
767	5 50 39 44
768	50 36 45 24
769	30 35 43 14
770	8 47 12 4
771	25 39 17 29
772	31 38 41 23
773	29 41 13 40
774	36 49 29 45
775	23 5 10 44
776	46 21 13 44
777	49 3 24 42
778	43 23 4 2
779	24 33 35 23
780	34 21 13 11
781	28 30 31 4
782	48 49 41 42
783	34 38 8 48
784	27 46 20 6
785	8 39 45 37
786	49 30 4 6
787	43 11 16 26
788	31 25 2 5
789	34 41 50 32
790	42 14 7 19
791	37 46 9 4
792	24 26 23 38
793	17 8 20 28
794	26 6 38 40
795	35 18 6 22
796	42 45 35 15
797	26 27 34 31
798	12 9 23 34
799	29 16 48 12
800	15 24 37 1
801	49 37 50 23
802	1 12 20 18
803	8 5 46 15
804	42 17 33 21
805	36 12 7 48
806	38 13 28 31
807	35 26 42 13
808	48 7 2 21
809	25 31 21 43
810	16 32 4 31
811	19 8 14 42
812	25 39 41 4
813	35 28 2 42
814	12 31 18 32
815	44 11 37 43
816	47 38 43 28
817	29 19 12 15
818	22 45 34 15
819	34 33 11 17
820	45 28 11 35
821	28 4 48 18
822	11 4 47 1
823	31 46 49 29
824	50 42 1 20
825	17 1 39 20
826	18 22 30 37
827	22 4 45 18
828	40 14 28 39
829	15 27 41 8
830	5 1 3 46
831	47 30 8 33
832	8 50 10 7
833	38 46 50 34
834	45 8 48 11
835	20 32 38 4
836	32 47 34 28
837	21 49 22 3
838	49 40 25 13
839	15 29 6 14
840	28 37 45 32
841	1 6 23 34
842	14 30 10 21
843	16 47 18 49
844	47 34 37 8
845	12 31 40 15
846	15 1 28 11
847	48 32 49 16
848	17 49 1 23
849	48 10 38 34
850	11 37 26 29
851	5 27 43 24
852	27 41 38 46
853	23 44 7 19
854	36 1 22 31
855	23 6 8 48
856	22 23 15 48
857	1 45 15 46
858	35 37 1 23
859	29 8 10 37
860	37 47 3 50
861	46 28 14 5
862	1 16 22 50
863	23 11 37 5
864	7 24 18 1
865	8 29 22 18
866	20 37 16 27
867	17 6 42 48
868	40 3 50 6
869	50 29 9 3
870	21 28 9 36
871	41 17 44 2
872	26 50 2 49
873	26 3 18 17
874	8 26 46 25
875	12 27 21 24
876	23 30 13 36
877	20 25 4 10
878	19 29 41 45
879	38 30 3 22
880	6 13 18 34
881	3 10 16 29
882	49 14 37 30
883	50 9 21 14
884	37 12 16 44
885	17 6 2 27
886	27 21 31 6
887	9 47 28 26
888	6 4 36 49
889	23 45 17 22
890	44 15 50 28
891	37 28 45 42
892	46 26 5 23
893	46 31 26 48
894	10 14 3 19
895	21 27 35 9
896	50 6 31 13
897	49 44 48 25
898	47 22 20 36
899	25 4 32 15
900	4 25 29 26
901	32 45 17 29
902	37 17 11 25
903	49 10 35 34
904	9 39 22 25
905	27 49 41 43
906	14 34 17 8
907	7 3 46 2
908	45 20 44 15
909	17 33 16 13
910	23 19 8 11
911	31 47 45 28
912	15 1 31 8
913	25 46 26 18
914	42 22 20 3
915	14 39 41 18
916	23 24 37 47
917	19 10 3 24
918	4 32 3 16
919	42 9 26 6
920	31 32 16 44
921	29 8 47 4
922	7 19 29 11
923	23 43 9 39
924	45 43 21 38
925	49 16 27 32
926	22 24 40 16
927	22 17 2 11
928	30 28 40 22
929	21 25 23 35
930	1 8 5 22
931	25 22 44 49
932	16 29 20 7
933	44 40 43 2
934	24 37 45 35
935	31 12 17 46
936	39 47 14 27
937	2 6 4 18
938	2 17 42 40
939	32 29 48 16
940	23 40 8 14
941	35 50 40 33
942	29 47 1 28
943	4 1 42 40
944	47 23 3 44
945	32 21 12 26
946	19 44 39 50
947	37 10 22 18
948	45 18 12 5
949	22 46 27 33
950	16 29 37 48
951	40 47 44 33
952	42 9 33 6
953	48 15 44 22
954	47 48 31 38
955	40 30 8 50
956	21 18 8 12
957	23 43 38 36
958	11 21 41 36
959	18 39 38 48
960	38 20 25 2
961	48 40 23 25
962	13 49 48 36
963	26 20 15 7
964	16 48 9 20
965	18 37 40 41
966	37 47 25 50
967	41 15 35 43
968	15 14 34 35
969	27 44 14 26
970	40 31 13 1
971	2 48 9 43
972	17 46 25 50
973	5 50 21 3
974	28 38 14 3
975	8 1 6 27
976	16 21 7 46
977	20 31 43 35
978	32 11 5 20
979	3 2 12 44
980	31 40 1 38
981	27 39 15 33
982	11 48 7 21
983	36 5 50 48
984	13 38 26 17
985	49 35 7 23
986	29 2 9 36
987	2 5 31 46
988	12 35 37 46
989	45 43 16 33
990	4 5 2 50
991	4 48 13 20
992	22 27 34 20
993	41 43 39 24
994	49 29 50 44
995	25 36 32 6
996	27 11 30 17
997	24 20 43 12
998	6 37 2 3
999	28 49 42 41
1000	31 40 8 36
1001	45 39 40 30
1002	34 50 7 3
1003	37 8 46 4
1004	14 17 8 40
1005	29 25 4 45
1006	29 32 1 40
1007	42 22 25 11
1008	14 31 36 24
1009	38 37 6 24
1010	13 21 30 16
1011	7 8 27 11
1012	37 23 24 26
1013	24 26 29 9
1014	47 33 24 11
1015	43 33 6 27
1016	15 4 16 28
1017	15 10 24 3
1018	22 41 30 18
1019	22 34 23 38
1020	12 13 49 20
1021	14 34 44 28
1022	5 2 1 13
1023	4 13 24 33
1024	8 3 44 2
1025	32 42 40 16
1026	11 19 42 40
1027	46 41 39 18
1028	14 27 1 39
1029	29 27 40 23
1030	14 33 2 25
1031	23 4 38 5
1032	27 39 13 50
1033	18 32 30 7
1034	49 22 20 33
1035	39 44 21 35
1036	7 46 4 50
1037	27 38 2 29
1038	12 49 2 23
1039	50 16 19 23
1040	1 33 39 45
1041	15 50 6 29
1042	41 20 7 17
1043	5 38 9 13
1044	32 11 5 47
1045	13 25 8 12
1046	38 29 48 30
1047	34 22 9 32
1048	26 3 20 10
1049	21 33 47 19
1050	42 43 30 7
1051	30 6 13 50
1052	43 46 7 50
1053	50 43 33 24
1054	14 24 6 17
1055	21 48 13 28
1056	23 49 7 28
1057	35 7 37 12
1058	42 37 5 23
1059	26 17 45 29
1060	27 2 48 40
1061	41 22 35 48
1062	23 32 33 43
1063	38 22 16 18
1064	7 33 46 19
1065	24 16 8 43
1066	19 37 29 5
1067	30 11 38 22
1068	33 29 35 36
1069	22 1 7 25
1070	29 8 36 34
1071	37 19 2 43
1072	45 26 48 41
1073	39 22 9 6
1074	46 32 18 33
1075	24 34 17 26
1076	17 50 33 23
1077	38 44 13 40
1078	30 1 22 14
1079	42 34 48 39
1080	31 23 46 37
1081	36 5 13 25
1082	33 9 17 38
1083	13 30 34 28
1084	5 16 9 31
1085	30 44 18 27
1086	23 31 39 21
1087	47 48 16 4
1088	39 23 46 24
1089	2 21 7 28
1090	36 47 3 48
1091	37 5 31 34
1092	48 20 11 28
1093	29 22 30 31
1094	9 12 33 31
1095	29 46 31 35
1096	13 11 40 42
1097	43 38 25 6
1098	5 45 14 24
1099	45 1 7 12
1100	40 9 15 10
1101	30 50 31 46
1102	43 15 27 31
1103	44 11 40 2
1104	6 12 4 1
1105	44 2 9 8
1106	20 32 35 42
1107	32 37 25 23
1108	20 35 1 30
1109	26 50 31 34
1110	14 10 44 28
1111	15 3 41 46
1112	21 35 46 13
1113	34 1 11 13
1114	3 30 6 4
1115	47 46 17 13
1116	17 48 33 18
1117	11 30 12 39
1118	17 47 10 21
1119	40 21 31 44
1120	25 29 13 8
1121	19 38 33 26
1122	41 15 19 18
1123	20 19 31 46
1124	45 2 8 1
1125	50 45 28 5
1126	43 24 25 49
1127	47 2 24 43
1128	38 24 21 20
1129	11 9 31 37
1130	1 9 46 2
1131	8 23 13 43
1132	36 19 43 2
1133	49 8 29 22
1134	7 46 43 22
1135	37 43 19 42
1136	20 23 38 6
1137	5 47 12 24
1138	44 32 22 14
1139	1 31 33 42
1140	19 41 12 8
1141	32 5 47 26
1142	40 19 9 29
1143	35 44 28 26
1144	25 34 23 31
1145	42 8 6 46
1146	40 19 4 47
1147	27 29 26 33
1148	17 30 16 34
1149	48 50 26 18
1150	15 17 34 20
1151	1 48 36 21
1152	34 49 37 7
1153	34 19 3 50
1154	15 28 44 7
1155	16 40 6 32
1156	5 25 30 11
1157	7 12 31 29
1158	49 2 18 16
1159	29 31 46 39
1160	48 21 20 1
1161	21 38 12 2
1162	31 15 27 26
1163	1 16 46 27
1164	40 38 41 23
1165	16 12 6 11
1166	49 16 36 29
1167	40 5 14 3
1168	28 36 24 47
1169	40 14 11 4
1170	19 20 32 12
1171	31 24 26 18
1172	32 40 26 12
1173	42 1 44 7
1174	27 8 40 12
1175	49 11 20 8
1176	7 21 49 46
1177	7 40 50 46
1178	44 38 42 26
1179	33 17 31 36
1180	31 45 29 33
1181	36 3 4 8
1182	2 41 4 46
1183	6 16 24 29
1184	32 45 3 10
1185	46 43 20 48
1186	20 40 6 3
1187	42 46 50 19
1188	1 32 25 38
1189	30 29 33 10
1190	48 31 21 23
1191	39 29 38 17
1192	42 25 29 5
1193	4 27 43 38
1194	26 31 39 36
1195	8 36 18 30
1196	22 18 39 2
1197	37 10 28 13
1198	48 25 27 17
1199	10 30 15 34
1200	2 43 33 5
1201	9 2 38 49
1202	41 29 15 22
1203	12 40 19 47
1204	12 50 16 11
1205	37 20 3 42
1206	23 11 32 16
1207	17 3 24 41
1208	24 43 49 15
1209	50 12 20 45
1210	10 7 17 18
1211	27 49 2 6
1212	20 3 43 8
1213	50 42 37 2
1214	26 36 44 30
1215	27 20 15 7
1216	46 42 7 45
1217	39 30 17 23
1218	37 24 20 29
1219	48 30 12 5
1220	47 35 28 46
1221	26 9 4 49
1222	49 37 50 32
1223	6 45 9 7
1224	7 39 37 38
1225	23 48 11 27
1226	47 33 36 48
1227	50 9 16 38
1228	10 46 4 22
1229	43 17 4 45
1230	19 49 11 43
1231	49 48 29 39
1232	44 50 12 31
1233	49 5 17 6
1234	40 14 2 17
1235	18 2 10 4
1236	13 14 5 36
1237	39 33 20 2
1238	14 26 18 33
1239	32 22 43 20
1240	29 30 43 14
1241	32 8 5 17
1242	7 37 23 33
1243	24 6 2 42
1244	6 15 24 48
1245	16 24 31 46
1246	18 40 33 26
1247	10 27 4 34
1248	19 22 47 25
1249	35 50 4 26
1250	19 34 27 50
1251	40 44 37 5
1252	21 45 17 32
1253	39 30 33 23
1254	39 48 35 5
1255	23 6 5 15
1256	22 26 37 15
1257	38 2 31 1
1258	8 45 30 11
1259	28 33 30 31
1260	42 44 47 14
1261	33 20 22 34
1262	14 16 46 39
1263	39 44 36 4
1264	27 1 5 18
1265	28 43 40 41
1266	19 48 24 18
1267	1 13 9 36
1268	48 6 41 38
1269	11 50 37 41
1270	33 42 30 31
1271	6 50 8 46
1272	3 1 18 45
1273	24 49 5 14
1274	36 4 39 27
1275	27 12 20 3
1276	11 48 38 30
1277	35 41 32 37
1278	25 24 22 20
1279	47 23 39 21
1280	22 6 44 18
1281	30 49 14 5
1282	17 47 32 12
1283	9 2 19 41
1284	34 37 19 24
1285	17 36 47 6
1286	15 38 22 26
1287	34 30 21 4
1288	21 28 31 3
1289	1 45 11 39
1290	20 46 42 34
1291	38 12 10 47
1292	42 45 43 7
1293	10 27 46 11
1294	23 22 46 39
1295	44 31 25 20
1296	18 30 41 32
1297	35 17 42 32
1298	10 47 9 24
1299	28 38 13 50
1300	32 16 1 41
1301	10 23 49 29
1302	13 27 48 4
1303	27 36 37 46
1304	49 20 34 40
1305	29 48 19 47
1306	22 46 24 17
1307	33 46 35 45
1308	11 18 12 36
1309	26 12 19 1
1310	9 20 28 48
1311	12 6 21 11
1312	49 23 38 13
1313	33 36 50 2
1314	4 43 49 38
1315	2 31 1 7
1316	41 34 12 19
1317	37 33 5 7
1318	20 37 31 22
1319	35 23 4 1
1320	19 11 3 37
1321	21 29 47 32
1322	3 35 8 41
1323	23 10 6 32
1324	2 17 39 22
1325	31 46 26 24
1326	19 38 6 18
1327	25 33 42 23
1328	19 34 18 27
1329	40 43 26 17
1330	29 42 17 40
1331	24 29 12 46
1332	47 39 1 15
1333	1 27 5 44
1334	39 24 1 11
1335	22 6 5 17
1336	22 31 36 48
1337	34 32 49 48
1338	15 20 43 7
1339	36 11 14 19
1340	6 29 50 44
1341	48 40 13 5
1342	27 32 9 44
1343	32 31 16 46
1344	44 31 43 42
1345	27 11 23 36
1346	44 34 10 13
1347	44 31 46 42
1348	23 15 36 33
1349	39 30 5 4
1350	23 44 39 36
1351	5 29 39 20
1352	50 43 23 9
1353	12 19 43 36
1354	32 18 39 19
1355	4 16 27 15
1356	4 22 8 10
1357	35 39 21 18
1358	5 27 24 23
1359	34 41 16 48
1360	19 38 36 18
1361	4 35 23 3
1362	45 7 30 2
