Students	1000
129	46 19 27 48
130	32 39 17 34
131	36 24 43 28
132	8 27 20 7
133	37 28 15 7
134	12 7 10 47
135	32 50 38 17
136	20 18 2 13
137	20 26 29 31
138	2 4 41 10
139	10 34 46 32
140	50 19 9 45
141	9 6 12 46
142	13 19 32 42
143	30 46 38 10
144	21 24 38 42
145	3 16 11 24
146	1 22 29 46
147	48 24 14 38
148	34 22 36 1
149	38 27 26 8
150	14 44 45 18
151	15 10 27 3
152	5 26 50 14
153	20 39 35 5
154	44 21 31 22
155	12 43 1 4
156	29 16 7 32
157	48 13 17 43
158	30 13 34 40
159	33 45 40 46
160	30 32 40 25
161	44 23 33 13
162	40 44 27 34
163	50 38 40 15
164	46 14 49 43
165	44 27 32 1
166	40 45 21 1
167	5 11 15 43
168	29 45 25 16
169	47 22 4 36
170	5 6 30 13
171	13 39 10 6
172	40 10 1 9
173	10 2 9 40
174	8 37 31 43
175	4 2 1 48
176	21 1 18 26
177	30 46 27 14
178	39 12 18 30
179	40 25 3 50
180	6 27 19 34
181	12 35 45 10
182	17 32 1 5
183	19 26 7 18
184	35 30 3 13
185	50 14 4 47
186	35 25 7 32
187	48 41 26 18
188	6 7 41 37
189	47 50 35 15
190	19 20 46 44
191	15 33 19 49
192	3 16 15 28
193	26 48 43 45
194	42 33 50 27
195	32 38 26 1
196	47 28 2 6
197	44 27 37 48
198	3 10 41 15
199	14 34 46 22
200	44 31 1 10
201	22 31 29 38
202	48 34 11 9
203	47 25 48 21
204	4 23 2 22
205	34 7 4 19
206	16 41 27 12
207	45 47 36 39
208	31 17 20 16
209	43 31 30 19
210	17 43 29 9
211	26 45 49 27
212	36 20 47 16
213	29 2 5 9
214	42 43 18 24
215	4 32 11 21
216	48 16 36 7
217	41 12 9 27
218	19 2 30 26
219	41 34 8 39
220	15 25 50 7
221	29 6 50 24
222	50 43 47 48
223	12 39 40 47
224	20 19 17 41
225	22 39 20 48
226	2 25 48 35
227	12 11 46 17
228	39 42 16 17
229	11 40 18 47
230	46 28 48 40
231	19 43 38 44
232	21 22 42 10
233	41 6 5 2
234	26 3 19 17
235	8 45 49 31
236	17 18 32 30
237	4 1 46 35
238	35 42 26 7
239	10 46 37 45
240	10 42 20 21
241	38 27 45 4
242	30 25 31 35
243	27 44 8 47
244	43 38 34 35
245	30 31 37 49
246	41 38 23 26
247	27 49 9 10
248	11 31 8 5
249	41 13 19 20
250	36 4 44 39
251	43 26 4 19
252	44 43 48 4
253	25 10 21 50
254	29 10 11 23
255	42 44 29 20
256	22 24 2 26
257	40 29 50 9
258	4 11 37 2
259	5 22 35 10
260	11 24 43 19
261	47 35 21 26
262	26 12 50 48
263	8 41 1 2
264	44 28 48 3
265	11 20 32 19
266	44 19 42 24
267	47 50 35 39
268	44 22 19 21
269	22 45 44 48
270	41 15 24 32
271	34 6 2 43
272	1 15 26 12
273	7 23 38 49
274	39 26 1 34
275	33 29 34 23
276	13 49 29 44
277	44 21 37 4
278	21 29 28 10
279	35 32 23 14
280	40 13 19 5
281	12 31 39 37
282	42 34 50 37
283	15 45 43 29
284	11 49 12 40
285	24 6 15 22
286	19 27 35 6
287	32 27 39 41
288	26 33 9 4
289	23 36 29 44
290	11 47 48 38
291	7 21 36 47
292	46 50 15 9
293	48 45 4 20
294	50 14 31 4
295	16 24 22 48
296	23 31 19 43
297	40 30 21 1
298	19 39 22 9
299	20 7 33 43
300	4 3 49 14
301	1 28 9 10
302	19 30 25 48
303	45 30 1 32
304	44 40 20 41
305	5 15 47 8
306	32 44 22 43
307	18 1 4 5
308	41 15 20 24
309	33 20 42 30
310	31 26 27 8
311	39 41 48 49
312	6 39 22 28
313	32 26 46 22
314	20 15 41 49
315	42 31 6 34
316	14 32 17 49
317	5 42 8 34
318	8 31 20 6
319	24 30 39 36
320	21 41 28 4
321	2 15 11 14
322	45 27 14 35
323	9 45 39 26
324	35 32 8 30
325	1 25 26 29
326	42 31 2 38
327	1 6 33 49
328	36 8 28 38
329	30 18 45 14
330	33 34 41 25
331	16 19 33 18
332	36 2 20 42
333	45 22 32 28
334	39 5 26 32
335	18 3 21 29
336	24 22 11 36
337	22 35 50 41
338	38 11 9 16
339	22 33 18 50
340	4 27 16 39
341	39 15 8 46
342	40 11 34 35
343	14 28 24 29
344	27 30 23 7
345	41 16 34 10
346	39 19 6 1
347	5 8 28 24
348	14 28 23 13
349	30 5 22 7
350	6 28 35 44
351	40 10 23 26
352	3 20 33 15
353	42 47 34 50
354	15 36 48 40
355	30 44 13 49
356	47 19 20 38
357	10 24 38 16
358	21 13 35 23
359	36 19 15 33
360	47 1 42 27
361	28 44 16 29
362	41 24 22 3
363	43 1 13 23
364	12 43 40 46
365	4 12 8 48
366	15 25 17 2
367	45 36 5 9
368	10 7 47 36
369	38 5 1 12
370	47 41 35 2
371	39 49 19 11
372	6 1 49 9
373	28 37 29 23
374	17 9 41 8
375	34 42 38 13
376	10 2 25 30
377	34 38 45 39
378	36 2 38 15
379	39 23 44 43
380	13 29 16 39
381	45 20 33 44
382	27 19 4 31
383	18 40 3 33
384	6 37 18 33
385	9 43 27 33
386	48 41 7 8
387	18 4 17 50
388	22 1 14 37
389	13 37 4 27
390	13 18 23 38
391	37 39 27 20
392	39 26 27 19
393	46 7 24 40
394	1 37 36 5
395	25 31 4 37
396	37 35 38 31
397	20 43 24 15
398	49 2 22 17
399	12 31 18 2
400	44 50 2 8
401	19 45 6 20
402	49 42 31 13
403	7 8 37 43
404	9 46 1 40
405	40 35 13 4
406	8 27 43 18
407	13 31 27 33
408	26 8 37 9
409	37 40 7 45
410	16 42 15 3
411	32 44 47 18
412	6 44 35 4
413	20 3 10 22
414	36 35 20 47
415	1 4 31 11
416	35 7 19 15
417	36 37 19 31
418	29 27 48 46
419	40 1 43 31
420	17 13 21 3
421	43 11 22 26
422	32 28 42 35
423	13 22 37 35
424	36 42 39 50
425	35 9 44 36
426	46 2 21 15
427	30 35 41 13
428	29 37 27 41
429	21 32 29 40
430	43 7 36 38
431	10 29 27 23
432	33 40 29 19
433	15 20 36 40
434	9 13 1 10
435	45 2 32 4
436	22 41 12 4
437	50 42 36 26
438	8 38 34 37
439	8 25 50 14
440	41 30 2 4
441	38 8 42 46
442	27 23 3 39
443	43 24 17 37
444	8 11 19 17
445	22 44 1 7
446	5 24 4 12
447	14 26 13 40
448	24 37 10 16
449	23 42 38 35
450	21 41 40 10
451	31 36 30 2
452	31 21 8 7
453	4 13 23 45
454	25 14 34 17
455	40 42 3 9
456	39 29 37 1
457	9 38 19 45
458	44 22 31 36
459	8 29 17 4
460	7 30 45 22
461	13 49 40 33
462	42 18 10 2
463	6 9 35 20
464	27 38 25 23
465	12 43 36 34
466	6 46 23 8
467	46 16 6 50
468	45 40 49 44
469	20 42 35 24
470	45 37 15 42
471	14 20 43 39
472	21 43 47 10
473	48 20 13 23
474	39 40 1 50
475	12 5 20 22
476	38 13 34 10
477	27 34 22 35
478	11 9 35 2
479	5 10 35 39
480	24 39 50 6
481	45 37 49 19
482	46 40 12 22
483	43 5 11 25
484	16 9 31 28
485	31 21 1 38
486	21 4 26 38
487	43 25 13 33
488	11 17 22 13
489	23 41 4 1
490	14 35 19 24
491	8 21 11 37
492	29 15 38 30
493	47 30 37 26
494	25 41 15 34
495	32 3 43 48
496	43 7 41 8
497	20 30 17 3
498	19 3 39 41
499	24 31 37 21
500	4 3 6 29
501	23 4 10 28
502	37 30 38 19
503	10 17 47 29
504	13 22 47 42
505	44 21 6 12
506	33 42 50 8
507	11 17 34 3
508	14 16 4 6
509	20 45 23 18
510	7 15 34 12
511	29 32 46 33
512	30 31 34 25
513	12 34 28 7
514	28 46 12 48
515	4 44 48 33
516	27 38 9 46
517	45 14 27 15
518	48 19 4 22
519	14 18 37 45
520	50 16 46 30
521	6 49 11 15
522	25 39 32 4
523	40 32 39 37
524	50 26 18 23
525	32 17 4 33
526	50 11 20 41
527	34 26 28 46
528	14 27 19 50
529	22 1 33 43
530	41 45 48 28
531	38 29 26 39
532	33 35 3 20
533	25 43 44 15
534	27 28 19 3
535	22 11 16 17
536	23 46 8 27
537	42 22 36 19
538	34 37 28 17
539	14 30 48 36
540	41 37 16 7
541	16 43 44 34
542	50 25 12 3
543	44 12 50 49
544	36 19 40 21
545	27 49 42 41
546	44 23 39 50
547	37 19 36 49
548	48 32 16 13
549	1 17 15 37
550	35 25 10 1
551	2 42 47 49
552	7 15 5 19
553	1 29 27 14
554	36 29 18 2
555	43 20 8 15
556	2 30 17 44
557	46 9 40 28
558	6 5 31 37
559	16 40 7 38
560	6 24 15 37
561	24 50 2 37
562	32 8 41 31
563	22 48 15 4
564	46 43 42 17
565	45 1 40 38
566	25 37 38 46
567	24 13 44 9
568	34 47 6 25
569	1 13 3 12
570	50 32 23 44
571	22 1 26 17
572	39 38 34 1
573	38 30 18 15
574	28 32 6 2
575	2 48 5 36
576	1 34 5 40
577	18 40 36 34
578	40 49 21 15
579	2 50 34 20
580	14 30 32 2
581	48 42 33 24
582	42 15 17 31
583	29 24 30 16
584	4 47 27 17
585	25 48 27 39
586	50 9 15 2
587	17 2 29 28
588	31 16 21 24
589	24 28 1 41
590	48 50 17 45
591	12 19 17 42
592	2 36 10 16
593	39 21 23 46
594	29 47 11 16
595	17 35 48 28
596	22 8 44 30
597	4 49 21 24
598	20 38 42 6
599	37 25 23 2
600	41 34 29 36
601	12 13 3 50
602	14 19 3 38
603	14 49 24 23
604	44 29 37 21
605	14 3 31 34
606	48 24 31 47
607	25 19 26 13
608	34 37 12 43
609	47 34 4 18
610	14 5 44 35
611	39 18 46 29
612	46 15 29 3
613	29 48 2 7
614	50 39 43 37
615	41 28 34 24
616	3 4 21 17
617	40 13 22 21
618	43 24 39 16
619	25 30 44 36
620	35 32 47 22
621	4 7 9 30
622	42 35 45 33
623	11 15 48 18
624	36 1 14 21
625	30 18 34 4
626	1 28 2 3
627	3 32 35 17
628	18 9 32 27
629	37 17 7 41
630	21 41 13 9
631	42 45 7 3
632	27 17 22 6
633	45 5 12 49
634	28 10 48 5
635	43 35 18 4
636	33 16 10 25
637	14 44 16 25
638	33 15 18 34
639	2 49 18 5
640	31 8 9 30
641	39 44 31 36
642	6 46 26 38
643	16 41 42 13
644	40 34 17 43
645	12 40 13 38
646	16 14 20 41
647	30 31 17 21
648	28 30 50 24
649	34 30 43 3
650	8 10 3 30
651	30 19 7 36
652	12 30 27 36
653	30 33 46 1
654	45 7 38 49
655	1 19 10 23
656	11 35 25 39
657	40 25 30 7
658	44 48 36 28
659	11 36 44 13
660	23 33 41 46
661	28 20 17 14
662	37 18 14 36
663	15 39 41 12
664	19 44 40 26
665	35 27 29 12
666	42 41 34 26
667	15 46 32 1
668	23 1 27 40
669	4 42 1 26
670	1 19 26 47
671	30 45 46 3
672	42 29 31 25
673	13 25 14 31
674	42 23 17 32
675	38 10 28 33
676	19 6 14 24
677	35 4 2 17
678	27 37 11 32
679	5 30 38 34
680	24 29 40 48
681	42 19 43 39
682	42 6 26 27
683	34 28 42 49
684	35 1 6 44
685	27 28 50 2
686	38 7 4 31
687	1 14 27 31
688	44 37 21 19
689	37 43 27 9
690	45 23 43 37
691	13 37 48 18
692	2 27 4 35
693	4 29 38 7
694	8 50 21 14
695	17 38 7 26
696	30 9 3 18
697	7 12 18 28
698	45 17 21 19
699	34 42 13 47
700	19 44 30 26
701	50 3 41 42
702	7 17 13 26
703	6 23 2 10
704	23 22 40 1
705	27 36 6 3
706	12 30 9 3
707	7 33 19 11
708	13 30 47 19
709	20 41 42 36
710	49 28 14 35
711	12 15 20 42
712	7 33 17 47
713	1 46 41 26
714	11 39 34 43
715	7 30 36 4
716	2 23 34 33
717	41 50 6 17
718	36 44 45 15
719	15 47 18 48
720	18 9 48 14
721	29 18 48 15
722	21 46 45 36
723	30 4 19 6
724	15 35 31 43
725	2 37 22 9
726	8 17 41 34
727	17 36 16 7
728	2 42 37 45
729	6 17 27 45
730	1 10 35 24
731	27 38 2 33
732	44 18 23 17
733	20 7 31 2
734	48 34 7 31
735	7 24 26 39
736	22 46 13 10
737	38 5 16 50
738	1 45 18 37
739	9 19 27 10
740	5 3 42 44
741	10 49 34 28
742	33 49 4 16
743	49 15 17 38
744	27 17 4 7
745	39 20 44 37
746	20 28 31 24
747	25 43 37 12
748	41 24 45 37
749	41 12 4 9
750	26 45 22 28
751	2 36 9 31
752	32 45 46 44
753	49 42 35 23
754	48 25 33 2
755	9 45 29 3
756	35 19 31 5
757	35 29 13 50
758	25 27 24 21
759	7 18 47 1
760	46 18 44 35
761	23 12 34 26
762	33 27 25 47
763	23 22 2 6
764	19 2 28 26
765	14 34 43 21
766	31 11 9 40
767	32 38 21 9
768	40 23 5 13
769	22 35 21 28
770	49 7 8 34
771	18 13 37 35
772	35 39 1 36
773	38 27 23 31
774	30 19 16 8
775	29 14 16 11
776	47 16 25 34
777	40 34 12 7
778	11 18 46 3
779	34 41 1 20
780	19 39 47 14
781	50 3 28 33
782	16 15 10 28
783	18 50 19 1
784	47 33 44 7
785	48 50 45 8
786	32 45 2 27
787	24 2 36 15
788	2 4 16 35
789	16 41 9 11
790	43 28 9 2
791	43 15 9 20
792	48 14 15 21
793	16 32 5 27
794	8 9 36 38
795	44 3 15 40
796	16 37 47 42
797	9 1 47 11
798	4 7 25 27
799	48 46 6 38
800	45 21 6 8
801	42 17 22 46
802	21 49 37 10
803	8 47 17 14
804	18 32 42 50
805	34 17 18 42
806	45 46 39 7
807	37 24 3 7
808	48 12 45 27
809	30 40 49 35
810	48 17 28 42
811	31 32 42 3
812	31 47 17 27
813	48 38 5 7
814	28 1 24 23
815	20 43 37 25
816	46 3 22 44
817	46 3 42 36
818	8 18 27 9
819	13 44 10 26
820	12 15 44 40
821	35 40 31 36
822	32 15 7 4
823	9 43 5 15
824	6 36 14 7
825	36 9 21 42
826	22 17 3 27
827	30 48 18 24
828	36 25 35 14
829	2 41 34 13
830	39 28 32 11
831	47 19 14 32
832	1 19 45 6
833	17 23 3 4
834	19 12 2 44
835	31 30 36 29
836	44 14 41 21
837	38 13 24 22
838	28 23 44 46
839	30 42 8 26
840	29 27 34 9
841	20 26 44 21
842	14 12 24 18
843	33 16 12 47
844	49 21 36 8
845	37 18 26 32
846	9 26 38 47
847	7 8 4 50
848	32 42 36 38
849	22 16 30 38
850	8 19 44 14
851	33 9 17 18
852	26 17 45 42
853	24 46 7 21
854	32 18 37 5
855	44 4 27 18
856	15 10 42 4
857	41 15 22 33
858	23 38 5 19
859	12 7 41 9
860	33 9 35 3
861	44 38 32 50
862	22 12 47 10
863	35 22 24 11
864	27 13 41 28
865	17 41 19 6
866	3 48 4 42
867	44 41 37 7
868	44 46 21 33
869	25 17 9 47
870	47 20 39 42
871	14 37 7 29
872	15 18 5 37
873	13 36 2 8
874	24 32 37 42
875	22 24 43 31
876	31 46 41 9
877	2 35 18 1
878	20 49 46 1
879	6 19 9 21
880	3 24 27 16
881	40 31 16 7
882	5 44 39 24
883	40 21 34 50
884	34 25 49 12
885	7 25 1 36
886	11 26 31 22
887	49 17 6 26
888	6 28 13 21
889	13 39 4 25
890	49 25 20 44
891	32 46 38 40
892	40 3 22 37
893	27 29 28 1
894	16 40 45 5
895	47 1 28 7
896	43 35 24 36
897	26 2 13 49
898	15 5 9 17
899	23 41 29 21
900	22 3 7 18
901	22 28 20 17
902	3 30 48 6
903	6 11 4 18
904	35 13 16 41
905	46 24 13 14
906	50 4 28 48
907	15 12 29 22
908	29 26 3 18
909	48 47 40 49
910	22 27 4 44
911	14 34 20 3
912	18 5 36 19
913	8 1 30 37
914	22 31 27 3
915	8 30 50 15
916	18 11 42 27
917	49 39 3 7
918	15 14 29 21
919	17 31 16 21
920	43 22 24 47
921	47 21 20 31
922	32 16 28 1
923	36 4 35 14
924	23 6 7 32
925	40 30 39 26
926	38 35 9 39
927	33 28 20 5
928	13 46 10 17
929	50 27 37 7
930	9 50 30 46
931	36 3 24 20
932	3 19 14 24
933	27 32 18 9
934	26 5 16 48
935	49 23 16 29
936	11 15 35 36
937	25 13 26 35
938	1 11 38 13
939	43 2 36 25
940	28 29 25 10
941	26 24 44 40
942	40 33 37 6
943	22 29 47 17
944	28 47 16 24
945	5 26 13 1
946	40 4 16 9
947	38 32 7 15
948	3 1 20 23
949	20 37 11 32
950	46 27 32 21
951	33 10 7 29
952	8 42 46 20
953	15 7 36 12
954	45 27 11 40
955	8 20 44 21
956	47 42 7 8
957	8 49 47 20
958	37 30 9 25
959	44 7 16 33
960	47 43 20 31
961	10 12 5 6
962	21 5 1 40
963	5 19 27 22
964	25 5 33 12
965	34 44 45 1
966	29 3 30 16
967	3 26 1 44
968	16 29 25 6
969	7 50 37 24
970	46 43 3 15
971	43 34 25 10
972	40 13 39 12
973	27 17 37 32
974	34 14 5 48
975	39 43 38 27
976	21 14 18 30
977	50 28 19 21
978	12 45 47 36
979	2 23 28 16
980	34 50 17 18
981	3 44 19 43
982	19 35 6 37
983	42 11 48 4
984	15 50 40 2
985	47 15 46 22
986	22 50 33 43
987	19 46 21 22
988	33 22 46 47
989	36 31 11 6
990	13 38 44 2
991	37 15 26 9
992	25 37 20 49
993	35 46 7 44
994	30 27 32 36
995	45 4 6 40
996	10 34 6 48
997	48 2 6 15
998	9 33 23 7
999	11 12 4 16
1000	39 17 44 14
