Course	Room	Teacher	Time	Students
163	30	723	0	
164	30	111	0	
165	30	831	0	
166	17	133	0	6 11
167	23	547	6	21
168	30	745	0	
169	30	327	0	
170	30	424	0	
171	30	828	0	
172	30	825	0	
173	30	819	0	
174	5	568	6	16
175	30	96	0	
176	30	651	0	
177	30	486	0	
178	30	4	0	
179	30	25	0	
180	30	993	0	
181	30	134	3	41
182	30	407	0	
183	30	235	0	
184	30	659	0	
185	30	37	0	
186	22	249	10	
187	30	623	0	
188	30	331	0	
189	30	707	0	
190	30	901	0	
191	19	898	0	5 12
192	30	62	0	
193	30	703	0	
194	30	712	0	
195	30	660	0	
196	30	459	0	
197	21	991	8	35
198	30	527	0	
199	30	988	0	
200	30	705	0	
201	30	69	0	
202	30	460	0	
203	30	284	0	
204	30	79	0	
205	30	386	0	
206	30	855	0	
207	15	697	3	9 70
208	30	837	0	
209	30	846	0	
210	30	977	0	
211	30	403	0	
212	30	157	0	
213	30	373	0	
214	30	246	0	
215	17	232	9	8
216	6	962	9	19 30 50
217	30	467	0	
218	30	270	0	
219	30	323	0	
220	30	511	0	55
221	30	942	0	
222	30	881	0	
223	30	581	0	
224	30	612	0	
225	30	975	0	
226	6	275	13	21
227	30	529	0	
228	30	732	0	
229	30	926	0	
230	30	882	0	
231	30	89	0	
232	30	215	0	
233	30	523	0	
234	30	791	0	
235	30	183	0	
236	30	11	0	
237	30	803	0	
238	30	984	0	
239	30	931	0	
240	30	376	0	
241	30	778	0	
242	30	719	0	
243	30	647	0	
244	30	692	0	
245	30	583	0	
246	30	214	0	
247	30	777	0	48
248	30	83	0	
249	30	186	0	
250	23	441	10	23
251	7	401	3	20
252	30	571	0	
253	30	626	0	
254	30	73	0	
255	30	142	0	
256	14	785	8	29
257	30	794	0	
258	30	289	0	
259	8	843	7	22
260	30	483	0	
261	30	426	0	
262	30	774	0	
263	30	54	0	
264	30	32	0	
265	30	498	0	
266	30	970	0	
267	30	128	0	
268	30	597	0	
269	4	680	11	
270	30	218	0	
271	30	663	0	
272	30	297	0	
273	30	409	0	
274	30	911	0	
275	30	226	0	90
276	30	690	0	
277	30	365	0	
278	30	657	0	
279	30	3	0	
280	30	102	0	
281	24	428	11	37
282	30	997	0	
283	29	399	0	
284	30	203	0	
285	30	721	0	
286	30	833	0	71
287	22	57	0	2
288	30	570	0	
289	30	258	0	
290	20	516	4	34
291	30	748	0	
292	30	540	0	
293	30	736	0	
294	30	107	0	
295	30	996	0	
296	17	406	2	
297	30	272	0	
298	30	672	0	
299	30	966	0	
300	18	394	9	32
301	26	763	8	11
302	30	444	0	
303	30	989	0	
304	30	526	0	
305	30	762	0	
306	30	967	0	
307	1	372	6	
308	30	542	0	
309	30	944	0	
310	11	824	2	7
311	30	922	0	
312	9	643	9	
313	30	81	0	47
314	30	808	0	
315	30	75	0	
316	30	355	0	
317	1	952	0	
318	30	790	0	
319	30	473	0	
320	30	932	0	
321	30	929	0	66
322	8	859	9	
323	30	219	0	
324	19	845	5	26
325	30	485	0	
326	30	912	0	
327	16	169	7	49
328	30	404	0	
329	30	893	0	
330	30	395	0	
331	30	188	0	
332	30	691	0	
333	30	506	0	
334	30	820	0	
335	30	610	0	
336	30	909	0	
337	27	158	13	41
338	30	945	0	
339	30	106	0	
340	30	850	0	
341	30	972	0	
342	30	648	0	
343	30	397	0	
344	5	856	2	16
345	15	591	0	8 22
346	30	530	0	
347	30	484	0	
348	29	864	0	
349	30	985	0	
350	30	981	0	
351	30	900	0	
352	30	873	0	
353	30	392	0	
354	30	488	0	
355	30	316	0	
356	29	499	8	15
357	30	17	0	
358	30	768	0	
359	30	756	0	
360	30	939	0	
361	30	982	0	
362	30	577	0	
363	30	437	0	
364	30	64	0	
365	30	277	0	
366	30	101	0	
367	30	631	0	
368	4	652	0	1
369	30	754	0	
370	30	21	0	
371	30	714	0	
372	30	307	0	49
373	14	213	6	
374	30	145	0	
375	30	495	0	
376	30	240	0	
377	30	650	0	
378	30	80	0	
379	30	957	0	
380	30	548	0	
381	30	582	0	
382	29	508	0	
383	30	433	0	
384	3	92	3	12
385	30	950	0	
386	30	205	0	
387	5	453	0	14
388	30	451	0	
389	30	715	0	
390	19	605	3	23
391	30	638	0	
392	30	353	0	
393	30	706	0	64
394	29	300	0	
395	25	330	0	37
396	30	38	0	
397	30	343	0	
398	30	814	0	
399	29	283	0	
400	30	686	0	
401	30	251	0	
402	30	537	0	
403	28	211	11	
404	30	328	0	
405	30	708	0	
406	30	296	0	
407	30	182	0	
408	30	137	0	
409	30	273	0	
410	30	822	0	92
411	29	739	0	
412	29	921	0	
413	30	494	0	
414	7	821	6	20
415	30	479	0	
416	30	160	0	96
417	30	941	0	
418	30	954	0	
419	30	579	0	
420	30	668	0	
421	30	429	0	
422	30	637	0	
423	30	642	0	
424	30	170	0	
425	30	141	0	
426	30	261	0	
427	19	710	13	33
428	30	281	0	
429	30	421	0	
430	30	100	0	75
431	30	20	0	
432	27	934	3	39
433	30	383	0	
434	30	86	0	
435	30	653	0	
436	30	749	0	
437	30	363	0	
438	30	969	0	
439	29	443	2	11
440	30	633	0	
441	30	250	0	
442	30	861	0	
443	29	439	0	24 84
444	30	302	0	
445	30	98	0	
446	30	39	0	
447	30	24	0	
448	30	885	0	
449	30	51	0	
450	29	702	0	
451	30	388	0	
452	30	630	0	
453	30	387	0	
454	30	72	0	
455	30	998	0	
456	30	746	0	
457	30	816	0	
458	30	550	0	
459	30	196	0	62
460	30	202	0	
461	30	667	0	
462	30	1000	0	
463	12	140	6	
464	30	19	0	
465	30	807	0	
466	30	933	0	
467	30	217	0	
468	30	780	0	
469	30	842	0	
470	30	593	0	
471	30	18	0	
472	20	956	8	34
473	30	319	0	
474	30	813	0	
475	30	919	0	
476	3	555	8	14
477	8	23	0	10
478	30	806	0	
479	30	415	0	
480	26	138	2	6
481	30	143	0	50 94
482	16	908	0	29
483	30	260	0	
484	4	347	4	5
485	30	325	0	
486	30	177	0	
487	30	126	0	
488	30	354	0	
489	30	696	0	
490	30	47	0	67
491	30	646	0	54
492	10	545	0	23
493	30	519	0	
494	30	413	0	
495	30	375	0	
496	30	844	0	
497	13	924	0	
498	30	265	0	
499	29	356	0	
500	30	999	0	
501	30	789	0	83
502	30	886	0	
503	30	149	0	
504	30	868	0	
505	30	589	7	41
506	30	333	0	
507	30	992	0	
508	29	382	0	
509	30	66	0	
510	30	726	0	
511	30	220	0	
512	30	906	0	
513	30	947	0	
514	30	858	0	
515	30	159	0	
516	30	290	0	
517	7	68	0	19
518	30	867	0	
519	30	493	0	
520	9	928	0	4 99
521	2	84	8	9 57
522	30	958	0	
523	30	233	0	
524	30	890	0	
525	30	951	0	
526	30	304	0	
527	30	198	0	
528	30	916	0	
529	29	227	0	
530	15	346	11	22
531	30	31	0	
532	30	105	0	
533	30	907	0	
534	30	553	0	
535	12	153	12	27
536	30	798	0	
537	30	402	0	
538	30	905	0	
539	30	544	0	
540	30	292	0	
541	30	50	0	
542	30	308	0	
543	30	557	0	
544	30	539	0	
545	30	492	0	
546	30	90	0	
547	30	167	0	
548	30	380	0	
549	30	632	0	
550	30	458	0	
551	30	139	0	
552	30	110	0	
553	30	534	0	
554	29	741	0	
555	30	476	0	
556	30	639	0	
557	30	543	0	
558	20	800	0	33
559	30	608	0	
560	30	889	0	
561	30	797	0	
562	30	588	0	
563	30	787	0	
564	30	673	0	
565	30	987	0	
566	30	656	0	98
567	30	82	0	
568	30	174	0	
569	30	44	0	
570	30	288	0	
571	30	252	0	
572	30	131	0	
573	30	839	0	
574	29	802	0	
575	30	804	0	
576	30	838	0	
577	30	362	0	
578	30	103	0	
579	30	419	0	
580	30	596	0	
581	30	223	0	
582	30	381	0	
583	30	245	0	
584	30	968	0	
585	30	22	0	
586	30	897	0	60
587	30	724	0	
588	21	562	0	34
589	9	505	4	1 56
590	11	624	0	15 27 38
591	30	345	0	
592	30	835	0	
593	30	470	0	
594	29	755	0	
595	30	683	0	
596	30	580	0	72
597	30	268	0	
598	30	740	0	
599	30	782	0	
600	30	616	0	
601	30	937	0	
602	30	615	0	51
603	30	74	0	
604	30	869	0	
605	30	390	0	
606	30	9	0	
607	30	799	0	77
608	30	559	0	
609	30	720	0	
610	30	335	0	
611	30	56	0	
612	30	224	0	
613	24	888	0	36 46
614	25	847	3	37 77
615	30	602	0	
616	19	600	8	
617	30	727	0	
618	10	766	3	24
619	30	671	0	
620	30	757	0	
621	30	978	0	
622	30	48	0	69
623	30	187	0	
624	30	590	0	
625	30	716	0	
626	30	253	0	
627	30	895	0	
628	30	40	5	42
629	12	120	3	
630	21	452	12	35
631	30	367	0	
632	30	549	0	
633	29	440	0	
634	30	865	0	
635	30	765	0	
636	30	675	0	78
637	30	422	0	
638	30	391	0	87
639	30	556	0	
640	30	699	0	
641	30	894	0	
642	30	423	0	
643	9	312	7	5
644	30	874	0	
645	30	704	0	
646	30	491	0	
647	30	243	0	
648	30	342	0	
649	30	115	0	
650	30	377	0	
651	22	176	12	
652	30	368	0	
653	30	435	0	
654	30	877	0	
655	29	761	4	13
656	30	566	12	42
657	26	278	10	16
658	30	758	0	
659	30	184	0	
660	30	195	0	
661	30	88	0	
662	30	118	0	
663	30	271	0	
664	30	737	0	
665	30	935	0	
666	17	99	4	31
667	30	461	0	
668	30	420	0	
669	30	827	0	95
670	30	49	0	
671	30	619	0	
672	30	298	0	
673	30	564	0	
674	30	876	0	
675	30	636	0	
676	30	124	0	
677	30	730	0	
678	30	130	0	
679	30	161	0	
680	30	269	0	
681	30	162	0	
682	10	776	5	24 72
683	30	595	0	
684	27	53	6	39
685	30	786	0	
686	30	400	0	
687	30	71	0	
688	30	974	0	
689	30	61	0	
690	30	276	0	
691	30	332	0	
692	4	244	6	
693	30	152	0	
694	30	853	10	42
695	28	150	7	40 53
696	30	489	0	
697	30	207	0	
698	30	783	0	
699	22	640	2	3
700	30	925	0	
701	30	879	0	
702	29	450	0	
703	24	193	4	36
704	30	645	0	
705	7	200	12	100
706	7	393	9	20
707	30	189	0	
708	30	405	0	
709	30	910	0	
710	30	427	0	
711	30	796	0	
712	30	194	0	
713	30	734	0	
714	30	371	0	
715	30	389	0	
716	30	625	0	
717	17	114	6	3
718	5	2	13	17
719	30	242	0	
720	30	609	0	
721	30	285	0	
722	23	852	12	28 40
723	30	163	0	
724	30	587	0	
725	30	121	0	
726	26	510	13	18 24
727	30	617	0	
728	2	896	12	
729	29	976	0	
730	30	677	0	
731	30	953	0	
732	30	228	0	
733	3	70	6	28
734	30	713	0	
735	30	851	0	
736	27	293	10	39 73
737	13	664	12	10
738	30	750	0	79
739	29	411	0	
740	30	598	0	
741	30	554	0	
742	30	45	0	
743	30	840	0	
744	15	990	6	9
745	30	168	0	
746	16	456	4	30
747	30	34	0	
748	30	291	0	
749	30	436	0	
750	6	738	3	18
751	30	97	0	
752	30	871	0	
753	29	810	0	
754	30	369	0	
755	29	594	0	
756	30	359	0	
757	30	620	0	91
758	30	658	0	
759	30	77	0	
760	30	823	0	
761	30	655	0	
762	30	305	0	
763	30	301	0	
764	30	770	0	
765	30	635	0	
766	30	618	0	
767	30	33	0	
768	30	358	0	65
769	30	792	0	58
770	29	764	0	
771	30	60	0	
772	24	148	13	37
773	30	946	0	
774	29	262	11	
775	30	884	0	
776	29	682	0	
777	30	247	0	
778	30	241	0	
779	30	793	0	
780	30	468	0	
781	24	915	2	36
782	30	599	0	
783	30	698	0	
784	30	880	0	
785	30	256	0	100
786	30	685	0	
787	30	563	0	
788	30	27	0	
789	30	501	0	
790	10	318	12	25 58
791	30	234	0	
792	29	769	0	
793	30	779	0	
794	30	257	0	
795	30	122	0	
796	30	711	0	
797	12	561	0	26
798	30	536	0	
799	30	607	0	
800	30	558	0	
801	30	832	0	
802	30	574	0	57
803	30	237	0	
804	30	575	0	
805	30	65	0	
806	30	478	0	
807	30	465	0	
808	13	314	2	
809	30	146	0	
810	30	753	0	
811	30	10	0	
812	22	156	6	47
813	30	474	0	
814	30	398	0	
815	30	963	0	
816	30	457	0	
817	30	903	0	
818	1	918	10	4
819	30	173	0	
820	30	334	0	
821	30	414	0	
822	30	410	0	
823	30	760	0	
824	11	310	6	33
825	30	172	0	
826	30	58	0	
827	30	669	0	
828	30	171	0	
829	6	949	0	17
830	4	55	8	7
831	30	165	0	
832	30	801	0	
833	30	286	0	
834	30	995	0	
835	30	592	0	
836	30	13	0	
837	21	208	5	35
838	30	576	0	
839	30	573	0	
840	30	743	0	
841	30	964	0	
842	30	469	0	93
843	30	259	0	
844	5	496	10	
845	30	324	0	
846	30	209	0	
847	30	614	0	73
848	30	986	0	
849	30	95	0	
850	30	340	0	
851	29	735	0	
852	28	722	0	39 82
853	30	694	0	
854	30	857	0	
855	30	206	0	
856	30	344	0	
857	30	854	0	
858	30	514	0	
859	30	322	0	
860	30	902	0	
861	30	442	0	
862	30	883	0	41
863	30	116	0	
864	29	348	0	
865	30	634	0	
866	30	78	0	
867	30	518	0	
868	30	504	0	
869	30	604	0	
870	30	983	0	
871	30	752	0	
872	30	8	0	
873	27	352	0	25
874	3	644	12	15
875	30	67	0	
876	30	674	0	97
877	30	654	0	
878	29	59	0	
879	30	701	0	
880	12	784	8	27
881	30	222	0	
882	30	230	0	
883	30	862	0	
884	30	775	0	
885	1	448	12	4
886	30	502	0	
887	29	940	0	
888	23	613	3	19
889	2	560	4	8 83
890	30	524	0	
891	30	46	0	
892	1	147	3	2
893	30	329	0	
894	30	641	0	
895	30	627	0	53
896	30	728	0	
897	30	586	0	
898	30	191	0	
899	30	94	0	
900	30	351	0	
901	30	190	0	
902	30	860	0	
903	30	817	0	
904	30	91	0	70
905	30	538	0	
906	30	512	0	
907	30	533	0	
908	30	482	0	
909	30	336	0	
910	30	709	0	
911	30	274	0	
912	30	326	0	
913	30	943	0	
914	29	43	0	
915	30	781	0	
916	30	528	0	
917	30	93	0	
918	8	818	12	
919	30	475	0	
920	30	971	0	
921	29	412	0	
922	30	311	0	
923	30	36	0	
924	30	497	0	74
925	30	700	0	
926	30	229	0	
927	30	948	0	
928	30	520	0	
929	30	321	0	
930	30	123	0	
931	30	239	0	
932	30	320	0	
933	30	466	0	
934	25	432	12	38
935	30	665	0	
936	30	41	0	
937	30	601	0	80
938	30	63	0	
939	30	360	0	
940	30	887	0	
941	30	417	0	
942	30	221	0	
943	30	913	0	
944	30	309	0	
945	30	338	0	
946	30	773	0	
947	30	513	0	
948	30	927	0	
949	30	829	0	
950	30	385	0	
951	30	525	0	
952	30	317	0	
953	30	731	0	
954	30	418	0	
955	30	973	0	
956	30	472	0	
957	29	379	0	
958	6	522	6	18
959	30	12	0	
960	30	979	0	
961	30	144	0	
962	30	216	0	
963	30	815	0	
964	30	841	0	
965	30	14	0	
966	11	299	10	
967	30	306	0	
968	30	584	0	
969	14	438	10	29
970	30	266	0	
971	30	920	0	
972	19	341	10	33
973	30	955	0	59
974	30	688	0	
975	29	225	0	
976	29	729	0	
977	30	210	0	
978	30	621	0	
979	14	960	3	28
980	13	6	9	6
981	30	350	0	
982	30	361	0	
983	30	870	0	
984	11	238	12	
985	30	349	0	
986	30	848	0	
987	30	565	0	
988	30	199	0	
989	30	303	0	
990	30	744	0	
991	30	197	0	
992	30	507	0	
993	30	180	0	
994	30	117	0	76
995	25	834	9	38
996	30	295	0	
997	30	282	0	
998	30	455	0	
999	30	500	0	
1000	14	462	0	32
