Course	Room	Teacher	Time	Students
294	30	5001	0	
295	30	9724	0	
296	30	2369	0	
297	30	9946	0	
298	30	8240	0	
299	30	7430	0	
300	20	6904	4	32
301	30	2844	0	
302	30	8205	0	
303	30	3665	0	
304	30	3710	0	
305	30	8067	0	
306	30	308	0	
307	30	2008	0	
308	30	306	0	
309	30	5160	0	
310	30	2518	0	
311	30	4985	0	
312	30	5465	0	
313	30	6827	0	
314	30	841	0	
315	30	8097	0	66
316	30	7173	0	
317	30	3522	0	
318	30	659	0	
319	30	7276	0	
320	30	4463	0	
321	30	236	0	
322	30	6592	0	
323	30	812	0	58
324	30	5456	0	
325	30	7963	0	
326	30	5245	0	
327	30	218	0	
328	30	9011	0	
329	30	6531	0	
330	30	2604	0	
331	30	3021	0	
332	30	4208	0	
333	30	2697	0	
334	30	9868	0	
335	30	9354	0	
336	30	2950	0	
337	30	9851	0	
338	30	7249	0	
339	30	6568	0	
340	30	9304	0	
341	30	6437	0	
342	30	4199	0	
343	30	8592	0	
344	30	2804	0	
345	30	5004	0	
346	30	3464	0	
347	30	3423	0	
348	30	417	0	
349	30	1754	0	
350	30	163	0	
351	30	5264	0	
352	30	545	0	
353	30	9541	0	
354	30	5517	0	
355	30	2874	0	
356	30	2824	0	
357	30	9603	0	
358	30	9957	0	
359	30	7049	0	
360	30	6276	0	
361	30	4672	0	
362	30	9383	0	
363	30	1993	0	
364	30	1050	0	
365	30	6945	0	
366	30	5216	0	
367	30	9566	0	
368	30	6974	0	
369	30	7968	0	
370	30	4731	0	
371	30	5890	0	
372	30	3080	0	
373	30	4165	0	
374	30	5550	0	
375	30	9595	0	
376	30	6474	0	
377	30	9297	0	
378	30	1508	0	
379	30	8548	0	
380	30	5552	0	
381	30	4146	0	
382	30	3854	0	
383	30	8289	0	
384	30	7259	0	
385	30	6812	0	
386	30	6545	0	
387	30	7708	0	84
388	30	4486	0	
389	30	4872	0	
390	30	3163	0	
391	30	7001	0	
392	30	9605	0	
393	30	11	0	
394	30	4590	0	
395	30	7405	0	
396	30	200	0	
397	30	7951	0	
398	30	2982	0	
399	30	9212	0	
400	30	6865	0	
401	30	2277	0	
402	30	4700	0	
403	30	8515	0	
404	30	6554	0	
405	30	254	0	
406	30	722	0	
407	30	3568	0	
408	30	2500	0	
409	30	6998	0	
410	30	4983	0	
411	30	7966	0	
412	30	2947	0	
413	30	250	0	
414	30	5181	0	
415	30	8006	0	
416	30	8310	0	
417	30	348	0	
418	30	984	0	
419	30	4031	0	
420	30	675	0	
421	30	6355	0	
422	30	2267	0	
423	30	997	0	
424	30	7593	0	
425	30	6546	0	
426	30	8693	0	
427	30	5099	0	
428	30	8720	0	
429	30	2426	0	
430	30	472	0	
431	30	6178	0	
432	30	2755	0	
433	30	3001	0	
434	30	4718	0	
435	30	1530	0	
436	30	6163	0	
437	30	2800	0	
438	30	5901	0	
439	30	9332	0	
440	30	5799	0	
441	30	8634	0	
442	30	1490	0	
443	30	5043	0	
444	30	8201	0	
445	30	3399	0	
446	30	3768	0	
447	30	9340	0	
448	30	2784	0	
449	30	2727	0	
450	30	2521	0	
451	30	5461	0	
452	30	2510	0	
453	30	6247	0	
454	30	2957	0	
455	30	3458	0	
456	30	7284	0	
457	30	7546	0	
458	30	5888	0	
459	30	3924	0	
460	30	7975	0	
461	30	6292	0	
462	30	7822	0	
463	30	4481	0	
464	30	6191	0	
465	30	6332	0	
466	30	196	0	
467	30	9896	0	
468	30	7858	0	
469	30	4593	0	
470	30	4611	0	
471	30	5571	0	
472	30	430	0	
473	30	6597	0	
474	11	3643	0	9
475	30	6773	0	
476	30	7651	0	70
477	30	5919	0	
478	30	9544	0	
479	30	6065	0	
480	30	1782	0	
481	30	7431	0	
482	30	9062	0	
483	30	563	0	
484	30	9489	0	
485	30	7654	0	
486	30	1270	0	
487	30	4798	0	
488	30	7886	0	
489	30	9994	0	
490	30	8670	0	
491	30	1408	0	
492	30	1925	0	
493	30	4125	0	
494	30	8497	0	
495	30	7876	0	
496	30	8648	0	
497	30	9210	0	
498	30	5820	0	
499	30	5268	0	
500	30	4861	0	
501	30	2555	0	
502	30	9802	0	
503	30	7118	0	
504	30	5060	0	
505	30	6397	0	
506	30	6177	0	
507	30	8357	0	
508	30	523	0	
509	30	5752	0	
510	30	3872	0	
511	30	1271	0	
512	30	3614	0	
513	30	2246	0	
514	30	1355	0	
515	30	4094	0	
516	30	3792	0	
517	30	3087	0	
518	30	4632	0	
519	30	1880	0	
520	30	937	0	
521	30	7138	0	
522	30	4276	0	
523	30	508	0	
524	30	5699	0	
525	30	4409	0	
526	30	2326	0	
527	30	2456	0	
528	30	6184	0	
529	30	8762	0	
530	30	6957	0	
531	30	6837	0	
532	30	5986	0	
533	30	8152	0	
534	30	7979	0	
535	30	1403	0	
536	30	7833	0	
537	30	4192	0	
538	30	4865	0	
539	30	4848	0	
540	30	2885	0	
541	30	8295	0	
542	30	4102	0	
543	30	1102	0	
544	30	2884	0	
545	30	352	0	
546	30	6017	0	
547	30	4365	0	
548	30	8116	0	
549	30	4981	0	
550	30	6636	0	
551	30	3969	0	
552	30	5130	0	
553	30	5835	0	
554	30	5806	0	
555	30	6550	0	
556	30	7910	0	
557	30	8406	0	
558	30	872	0	
559	30	778	0	
560	30	9865	0	
561	30	1817	0	
562	30	651	0	
563	30	483	0	
564	30	973	0	
565	30	10	0	
566	30	665	0	
567	30	3130	0	
568	30	8912	0	
569	30	5288	0	
570	30	3341	0	
571	30	2206	0	
572	30	5365	0	
573	30	916	0	
574	30	7412	0	
575	30	7659	0	
576	30	1947	0	
577	30	9550	0	
578	30	2383	0	
579	30	631	0	
580	30	6027	0	
581	30	1991	0	
582	30	6358	0	
583	30	7755	0	
584	30	8678	0	
585	30	1460	0	
586	30	8732	0	
587	30	6768	0	
588	30	8591	0	
589	30	6845	0	
590	30	9240	0	
591	30	4528	0	
592	30	2174	0	
593	30	1308	0	
594	30	4561	0	
595	30	131	0	
596	30	3838	0	
597	30	8589	0	
598	30	2693	0	
599	30	5083	0	
600	30	7972	0	
601	30	4760	0	
602	30	9015	0	
603	30	942	0	
604	30	8610	0	
605	30	9248	0	
606	30	1537	0	
607	30	4030	0	
608	30	1370	0	
609	30	1277	0	
610	30	5284	0	
611	30	4698	0	
612	30	1715	0	
613	30	5240	0	
614	30	5892	0	
615	30	4686	0	
616	30	1312	0	
617	30	7535	0	
618	30	8328	0	
619	30	8104	0	
620	30	9305	0	
621	30	895	0	
622	30	6107	0	
623	30	7584	0	
624	30	2785	0	
625	30	4767	0	
626	30	3270	0	
627	30	5939	0	
628	30	8165	0	
629	28	5612	6	38
630	30	8676	0	
631	30	579	0	
632	30	5125	0	
633	30	5600	0	
634	30	5976	0	
635	30	2395	0	
636	30	6152	0	
637	30	5213	0	
638	30	1287	0	
639	30	702	0	
640	30	170	0	
641	30	6569	0	
642	30	9249	0	
643	30	697	0	
644	30	5769	0	
645	30	6560	0	
646	30	6683	0	
647	30	3632	0	
648	30	6588	0	
649	30	7165	0	
650	30	4041	0	
651	30	562	0	
652	30	2150	0	
653	30	1233	0	
654	16	3913	3	29
655	30	3031	0	
656	30	9888	0	
657	30	9224	0	
658	30	4058	0	
659	30	318	0	
660	30	6649	0	
661	30	8694	0	
662	30	9254	0	
663	30	7845	0	
664	30	6334	0	
665	30	566	0	
666	30	7827	0	
667	30	7783	0	
668	30	1572	0	
669	30	5135	0	
670	30	6782	0	
671	30	1058	0	
672	30	6646	0	
673	30	1874	0	
674	30	6629	0	
675	30	420	0	
676	30	106	0	
677	30	9081	0	
678	30	1352	0	
679	30	4858	0	
680	30	8296	0	
681	30	2480	0	
682	30	4404	0	
683	30	5967	0	
684	30	5639	0	
685	30	9737	0	
686	30	8518	0	
687	30	8414	0	
688	30	7032	0	
689	30	6254	0	
690	30	8511	0	
691	30	7990	0	
692	30	8731	0	
693	30	799	0	
694	30	1280	0	
695	30	2051	0	
696	30	1488	0	
697	30	643	0	
698	30	1186	0	
699	30	4339	0	
700	30	3381	0	
701	30	6322	0	
702	30	639	0	
703	30	7060	0	
704	30	5476	0	
705	30	5934	0	
706	30	9237	0	
707	30	3337	0	
708	30	9972	0	
709	30	209	0	
710	30	9359	0	
711	30	9020	0	
712	30	3222	0	
713	30	2090	0	
714	30	8234	0	
715	30	4552	0	
716	2	746	0	
717	30	7363	0	
718	30	3914	0	
719	30	8496	0	
720	30	7615	0	
721	30	4673	0	
722	30	406	0	
723	30	1983	0	
724	30	5587	0	
725	30	7999	0	
726	30	9353	0	
727	30	1691	0	
728	30	5683	0	
729	30	7290	0	
730	30	6877	0	
731	30	9408	0	
732	30	6685	0	
733	30	5282	0	
734	30	7796	0	
735	30	7800	0	
736	30	5274	0	
737	30	9296	0	
738	30	4345	0	
739	30	9087	0	
740	30	5548	0	
741	30	6165	0	
742	30	3936	0	
743	30	2086	0	
744	30	7238	0	69
745	30	7931	0	
746	30	716	0	
747	30	8983	0	
748	30	2198	0	
749	30	3523	0	
750	30	4940	0	
751	30	7410	0	
752	30	5883	0	
753	30	5041	0	
754	30	7265	0	
755	30	1790	0	
756	30	3794	0	
757	30	3027	0	
758	30	4912	0	
759	30	5111	0	
760	30	8458	0	
761	30	6664	0	
762	30	8223	0	
763	30	5164	0	
764	30	6033	0	
765	30	2610	0	
766	30	5896	0	
767	30	6166	0	
768	30	2228	0	
769	30	4464	0	
770	30	3504	0	
771	30	1494	0	
772	30	5938	0	
773	30	7463	0	
774	30	8639	0	
775	30	37	0	
776	30	7854	0	
777	30	5149	0	95
778	30	559	0	
779	30	8963	0	
780	30	4707	0	
781	30	8374	0	
782	30	9075	0	
783	30	9463	0	
784	30	9518	0	
785	30	4303	0	
786	30	3582	0	
787	30	1382	0	
788	30	9648	0	
789	8	5749	10	
790	30	4233	0	
791	30	4841	0	
792	30	7054	0	
793	30	810	0	
794	30	2527	0	
795	30	6087	0	
796	30	5239	0	
797	30	2906	0	
798	30	9362	0	
799	30	693	0	
800	30	2430	0	
801	30	9472	0	
802	30	806	0	
803	30	4	0	
804	30	8716	0	
805	30	1429	0	
806	30	802	0	
807	30	6312	0	
808	30	8487	0	
809	30	5234	0	
810	30	793	0	
811	30	1727	0	
812	30	323	0	
813	30	8207	0	
814	30	6832	0	
815	30	1176	0	
816	30	6260	0	
817	30	1538	0	
818	30	7741	0	
819	30	9799	0	
820	30	8767	0	
821	30	4720	0	
822	30	1400	0	
823	30	5535	0	
824	30	9764	0	
825	30	9012	0	
826	30	1878	0	
827	30	2276	0	
828	30	2188	0	
829	30	113	0	
830	30	6886	0	
831	30	1167	0	
832	30	7218	0	
833	30	4685	0	
834	30	6094	0	
835	30	36	0	
836	30	5690	0	
837	30	4312	0	
838	30	8652	0	
839	30	9271	0	
840	30	9678	0	
841	30	314	0	
842	30	6328	0	
843	30	4311	0	
844	30	6708	0	
845	30	5564	0	
846	30	8775	0	
847	30	7320	0	
848	30	2507	0	
849	30	4596	0	
850	30	2530	0	
851	30	60	0	
852	30	3272	0	
853	30	2195	0	
854	30	9776	0	
855	30	195	0	
856	30	8411	0	
857	30	6524	0	
858	1	4573	0	11
859	30	2250	0	
860	30	7759	0	
861	30	3851	0	
862	30	4116	0	
863	30	8220	0	
864	30	1221	0	
865	30	4393	0	
866	30	3008	0	
867	30	291	0	
868	30	5469	0	
869	30	9247	0	
870	30	6577	0	
871	30	3430	0	
872	30	558	0	
873	30	6897	0	
874	30	4057	0	
875	30	2286	0	
876	30	5452	0	
877	30	3030	0	
878	30	5971	0	
879	30	47	0	
880	30	2625	0	
881	30	5808	0	
882	30	1179	0	
883	30	2091	0	
884	30	2920	0	
885	30	7928	0	
886	30	9259	0	
887	30	1730	0	
888	30	8327	0	
889	30	6335	0	
890	30	3874	0	
891	30	6971	0	
892	30	2158	0	
893	30	5645	0	
894	30	6506	0	
895	30	621	0	
896	30	1228	0	
897	30	9608	0	
898	30	248	0	
899	30	4806	0	
900	30	9753	0	
901	30	1623	0	
902	30	5162	0	
903	30	4853	0	
904	30	3652	0	
905	30	6255	0	
906	30	6028	0	
907	30	9814	0	
908	30	5183	0	
909	30	6284	0	
910	30	5219	0	
911	30	6345	0	
912	30	6861	0	
913	30	7543	0	
914	30	8279	0	
915	30	1725	0	
916	30	573	0	
917	30	8489	0	
918	30	6905	0	
919	30	6151	0	
920	30	3039	0	
921	30	7499	0	
922	30	4643	0	
923	30	6567	0	
924	30	9395	0	
925	30	9770	0	
926	30	5263	0	
927	30	5594	0	
928	30	3909	0	
929	30	3508	0	
930	30	6440	0	
931	30	8534	0	
932	30	7988	0	
933	30	5821	0	
934	30	8777	0	
935	30	7508	0	
936	30	1364	0	
937	30	520	0	
938	30	9882	0	
939	30	4634	0	
940	30	4048	0	
941	30	1187	0	
942	30	603	0	
943	30	2328	0	
944	30	9607	0	
945	30	3887	0	
946	30	2580	0	
947	30	5436	0	
948	30	8881	0	
949	30	8136	0	
950	30	8543	0	
951	30	9915	0	
952	30	9232	0	
953	30	1879	0	
954	30	7830	0	
955	30	9464	0	
956	30	4350	0	
957	30	3555	0	
958	30	9184	0	
959	30	5944	0	
960	30	1062	0	
961	30	8896	0	
962	30	150	0	
963	30	5343	0	
964	30	6455	0	
965	30	2289	0	
966	30	146	0	
967	30	5980	0	
968	30	1088	0	
969	30	3405	0	
970	30	9215	0	
971	30	7727	0	
972	30	6590	0	
973	30	564	0	
974	30	5737	0	
975	30	3053	0	
976	30	9712	0	
977	30	2934	0	
978	30	2814	0	
979	30	5593	0	
980	30	1209	0	
981	30	5204	0	
982	30	8177	0	
983	30	7785	0	
984	30	418	0	
985	30	2368	0	
986	30	7902	0	
987	30	7985	0	
988	30	5454	0	
989	30	3227	0	
990	30	4623	0	
991	30	7360	0	
992	30	3141	0	
993	30	8675	0	
994	30	8939	0	
995	30	4484	0	
996	30	4952	0	
997	30	423	0	
998	30	4755	0	
999	30	2606	0	
1000	30	5462	0	
1001	30	5704	0	
1002	30	6843	0	
1003	30	1635	0	
1004	30	1441	0	
1005	30	6075	0	
1006	30	9583	0	
1007	30	9433	0	
1008	30	4162	0	
1009	30	4082	0	
1010	30	5711	0	
1011	30	5262	0	
1012	30	2035	0	
1013	30	9422	0	
1014	30	1105	0	
1015	30	7305	0	
1016	30	4392	0	
1017	30	9842	0	
1018	30	3357	0	
1019	30	4068	0	
1020	30	2075	0	
1021	30	1742	0	
1022	30	3135	0	
1023	30	4239	0	
1024	30	9272	0	
1025	30	201	0	
1026	30	2485	0	
1027	30	6767	0	
1028	30	2699	0	
1029	30	6160	0	75
1030	30	4558	0	
1031	30	7737	0	
1032	30	6914	0	
1033	30	8418	0	
1034	30	9549	0	
1035	30	3013	0	
1036	30	3483	0	
1037	30	3308	0	
1038	21	4863	4	
1039	30	9129	0	
1040	30	5053	0	
1041	30	2708	0	
1042	30	4959	0	
1043	30	6444	0	
1044	30	6371	0	
1045	30	3987	0	
1046	30	4501	0	
1047	30	288	0	
1048	30	3153	0	
1049	30	4701	0	
1050	30	364	0	
1051	30	3323	0	
1052	30	1118	0	
1053	30	7441	0	
1054	30	1273	0	
1055	30	7773	0	
1056	30	1632	0	
1057	30	7816	0	
1058	30	671	0	
1059	30	9113	0	
1060	30	2893	0	
1061	30	1517	0	
1062	30	960	0	
1063	30	6063	0	
1064	30	5882	0	
1065	30	3059	0	
1066	30	3061	0	
1067	30	8932	0	
1068	30	5652	0	
1069	30	5729	0	
1070	30	8128	0	
1071	30	9021	0	
1072	30	4064	0	
1073	30	9351	0	
1074	30	3488	0	
1075	30	5555	0	
1076	30	1990	0	
1077	30	5143	0	
1078	30	8809	0	
1079	30	8404	0	
1080	30	3161	0	
1081	30	6305	0	
1082	30	5603	0	
1083	30	9306	0	
1084	30	7934	0	
1085	30	2976	0	
1086	30	8643	0	
1087	30	227	0	
1088	30	968	0	
1089	30	3482	0	
1090	30	3593	0	74
1091	30	7307	0	
1092	30	7188	0	
1093	30	1342	0	
1094	30	5445	0	
1095	30	3420	0	
1096	30	7993	0	
1097	30	2453	0	
1098	30	8486	0	
1099	30	2568	0	
1100	30	1768	0	
1101	30	5698	0	
1102	30	543	0	
1103	30	6185	0	
1104	30	2531	0	
1105	30	1014	0	
1106	30	3608	0	48
1107	7	1461	2	4
1108	30	125	0	
1109	30	7908	0	
1110	30	7462	0	
1111	30	4207	0	
1112	30	1651	0	
1113	30	6779	0	
1114	30	7514	0	
1115	30	5983	0	
1116	30	8606	0	
1117	30	2807	0	
1118	30	1052	0	
1119	30	8877	0	
1120	30	9238	0	
1121	30	4343	0	
1122	30	4214	0	
1123	30	1760	0	
1124	30	8360	0	
1125	30	1921	0	
1126	30	6561	0	
1127	30	247	0	
1128	30	8931	0	
1129	30	7086	0	
1130	5	6980	2	6
1131	30	3384	0	
1132	30	7558	0	
1133	30	3429	0	
1134	30	9041	0	
1135	30	7097	0	
1136	30	2744	0	
1137	30	9642	0	
1138	30	7788	0	
1139	30	5591	0	
1140	30	6346	0	
1141	30	3895	0	
1142	30	5996	0	
1143	30	2422	0	
1144	30	9903	0	
1145	30	3724	0	
1146	14	9414	6	27
1147	28	7428	8	39
1148	30	1770	0	
1149	30	9746	0	
1150	30	7705	0	
1151	30	6365	0	
1152	30	5772	0	
1153	30	1154	0	
1154	30	1153	0	
1155	30	4529	0	
1156	30	9216	0	
1157	30	2899	0	
1158	30	2556	0	
1159	30	4100	0	
1160	30	136	0	
1161	30	5483	0	
1162	30	4879	0	
1163	30	5031	0	
1164	30	290	0	
1165	30	8697	0	
1166	30	8628	0	
1167	30	831	0	
1168	30	5346	0	
1169	30	3813	0	
1170	30	3198	0	
1171	30	2255	0	
1172	30	6343	0	
1173	30	5948	0	
1174	30	9206	0	
1175	30	4412	0	
1176	30	815	0	
1177	30	5718	0	
1178	30	4533	0	
1179	30	882	0	
1180	30	8704	0	
1181	30	1860	0	
1182	30	2211	0	
1183	30	4278	0	
1184	30	7787	0	
1185	30	1396	0	
1186	30	698	0	
1187	30	941	0	
1188	30	3378	0	
1189	30	3719	0	
1190	30	25	0	
1191	30	5340	0	
1192	30	9440	0	
1193	30	3438	0	
1194	30	7179	0	
1195	30	5899	0	
1196	30	6082	0	
1197	30	2248	0	
1198	30	8702	0	
1199	30	6248	0	
1200	30	1266	0	
1201	30	5069	0	
1202	30	6053	0	
1203	30	7110	0	
1204	30	7187	0	
1205	30	8149	0	
1206	30	9701	0	
1207	30	9835	0	
1208	7	7586	12	17
1209	30	980	0	
1210	30	6066	0	
1211	30	2320	0	
1212	30	9661	0	
1213	30	9800	0	
1214	30	5898	0	
1215	30	65	0	
1216	30	6074	0	
1217	30	9109	0	
1218	30	2572	0	
1219	30	3343	0	
1220	30	1870	0	
1221	30	864	0	
1222	30	3346	0	
1223	30	7101	0	
1224	30	4931	0	
1225	30	9938	0	
1226	27	1822	9	31
1227	30	3737	0	
1228	30	896	0	
1229	30	6134	0	
1230	30	6935	0	
1231	30	6472	0	
1232	30	1577	0	
1233	30	653	0	
1234	30	7124	0	
1235	30	8635	0	
1236	30	1720	0	
1237	30	9445	0	
1238	30	7819	0	90
1239	30	9273	0	
1240	30	3958	0	
1241	30	3113	0	
1242	30	7299	0	
1243	30	4408	0	
1244	30	2454	0	
1245	30	7195	0	
1246	30	6239	0	
1247	30	1781	0	
1248	30	2760	0	
1249	30	261	0	
1250	30	2932	0	
1251	30	3649	0	
1252	30	5522	0	
1253	30	1509	0	
1254	30	2327	0	
1255	30	3819	0	
1256	30	3079	0	
1257	30	8613	0	
1258	30	7948	0	
1259	15	5496	7	10
1260	30	7245	0	
1261	30	6528	0	
1262	30	5506	0	
1263	30	8935	0	
1264	30	231	0	
1265	8	1318	2	22
1266	30	1200	0	
1267	30	4738	0	
1268	30	3186	0	
1269	30	4515	0	
1270	30	486	0	
1271	30	511	0	
1272	30	3937	0	
1273	30	1054	0	
1274	30	5228	0	
1275	30	5968	0	
1276	30	7367	0	
1277	30	609	0	
1278	30	9892	0	98
1279	30	9876	0	
1280	30	694	0	
1281	30	2407	0	
1282	30	9789	0	
1283	30	3590	0	
1284	30	4770	0	
1285	30	1904	0	
1286	30	5694	0	
1287	30	638	0	
1288	30	6503	0	
1289	30	6402	0	
1290	30	1897	0	
1291	30	8672	0	
1292	30	6231	0	
1293	30	7044	0	
1294	30	4167	0	
1295	30	3562	0	
1296	30	8432	0	
1297	30	2048	0	
1298	30	8245	0	
1299	30	3202	0	
1300	30	9539	0	
1301	30	2424	0	
1302	30	3704	0	
1303	30	7545	0	
1304	30	3706	0	
1305	30	6497	0	
1306	30	4105	0	
1307	30	4978	0	
1308	30	593	0	
1309	30	7674	0	
1310	30	8810	0	
1311	30	8897	0	
1312	30	616	0	
1313	30	2847	0	
1314	30	7526	0	
1315	30	5089	0	
1316	30	9834	0	
1317	30	3935	0	
1318	30	1265	0	
1319	30	4212	0	
1320	30	5811	0	
1321	30	6953	0	
1322	30	8872	0	
1323	30	6366	0	
1324	30	2613	0	
1325	30	4154	0	
1326	30	7168	0	
1327	30	5460	0	
1328	30	5650	0	
1329	30	2082	0	
1330	30	118	0	
1331	30	4249	0	
1332	30	8071	0	
1333	30	9053	0	
1334	30	122	0	
1335	30	7872	0	
1336	30	8773	0	
1337	30	3327	0	
1338	30	3015	0	
1339	30	24	0	
1340	30	4407	0	
1341	30	5417	0	
1342	30	1093	0	
1343	30	8372	0	
1344	30	4479	0	
1345	30	3173	0	
1346	30	5857	0	
1347	12	100	2	25
1348	30	2165	0	
1349	30	9795	0	
1350	30	1717	0	
1351	30	2066	0	
1352	30	678	0	
1353	30	5633	0	
1354	30	7724	0	
1355	30	514	0	
1356	30	9027	0	
1357	30	8348	0	
1358	30	3623	0	
1359	30	8239	0	
1360	30	3032	0	
1361	30	5536	0	
1362	30	2778	0	
1363	30	8011	0	
1364	30	936	0	
1365	30	4773	0	
1366	30	3559	0	
1367	30	54	0	
1368	30	7971	0	
1369	30	7520	0	
1370	30	608	0	
