Students	2909
245	198 89 89 88 5 55 
246	33 129 231 243 
247	72 2 35 36 36 
248	172 199 199 63 325 
249	200 35 36 187 36 
250	32 322 161 324 
251	72 55 74 74 145 
252	93 28 188 126 
253	27 156 242 143 
254	175 201 
255	101 151 146 202 272 
256	59 146 150 
257	137 42 115 22 
258	24 27 120 203 
259	204 161 325 235 
260	148 205 158 
261	87 45 292 296 
262	9 9 186 55 160 
263	198 89 89 64 
264	206 207 210 96 96 
265	150 68 69 75 
266	208 93 21 
267	9 89 89 101 9 
268	209 117 163 156 
269	210 229 149 223 288 
270	199 199 234 
271	148 74 74 79 
272	74 211 212 74 35 
273	55 148 74 74 
274	72 55 9 9 36 36 
275	213 135 30 74 74 
276	75 199 199 148 143 
277	196 68 70 211 
278	72 2 214 215 
279	67 44 59 231 
280	209 59 216 23 217 
281	145 39 235 39 36 36 
282	216 161 123 32 
283	137 94 147 104 
284	41 287 63 
285	207 74 74 135 79 
286	158 74 74 321 45 
287	148 216 74 74 321 
288	107 32 169 
289	218 225 259 227 
290	204 36 36 235 8 
291	87 108 172 35 
292	195 44 
293	151 94 
294	219 236 
295	220 273 
296	145 259 103 303 
297	45 41 162 330 
298	148 74 89 89 74 109 
299	200 138 78 124 
300	74 74 205 162 321 
301	94 45 175 
302	221 100 261 23 217 334 
303	222 
304	223 38 219 39 39 
305	156 146 178 
306	224 124 194 
307	72 50 27 94 
308	225 71 226 227 126 
309	55 148 74 74 109 
310	165 9 9 2 200 
311	228 22 
312	36 94 45 36 207 
313	74 74 41 135 324 
314	218 53 132 264 211 
315	137 59 159 
316	229 149 
317	2 45 94 
318	137 59 45 
319	72 80 178 257 
320	187 56 
321	2 230 211 135 
322	77 131 53 231 
323	211 36 36 321 
324	231 232 150 
325	72 200 216 2 
326	77 174 53 
327	188 249 
328	199 199 164 146 230 
329	72 40 107 257 150 
330	83 164 38 267 
331	149 227 198 
332	207 186 54 291 291 52 
333	177 117 271 146 
334	9 9 89 89 79 330 
335	59 20 27 28 
336	78 215 228 41 
337	222 149 183 39 39 
338	9 89 89 90 9 
339	74 74 233 156 38 
340	94 131 
341	41 200 74 74 170 89 89 
342	199 199 53 114 320 
343	229 259 103 303 
344	59 243 191 63 
345	204 320 164 31 
346	9 9 158 36 36 109 
347	187 59 31 
348	72 216 147 307 
349	202 
350	9 131 89 89 234 9 
351	149 41 31 
352	161 41 105 252 
353	60 70 215 137 
354	197 183 270 288 322 
355	74 198 235 74 325 
356	94 
357	199 199 
358	236 219 211 200 
359	88 
360	72 150 325 178 
361	72 40 55 91 92 
362	72 35 92 
363	72 94 8 230 
364	237 238 232 91 
365	207 44 216 322 
366	216 186 325 199 199 
367	177 216 211 36 36 
368	78 173 109 
369	164 213 24 102 
370	101 219 216 239 240 211 
371	211 241 115 200 
372	199 199 60 186 
373	72 35 75 
374	9 90 173 9 64 
375	195 215 207 44 
376	175 91 92 
377	215 54 199 199 70 
378	173 242 252 70 
379	213 36 242 321 36 
380	224 36 36 55 
381	35 215 186 70 
382	74 74 164 195 
383	216 320 8 143 
384	74 74 67 164 8 
385	78 215 216 173 
386	35 36 44 36 
387	196 232 231 329 
388	150 177 28 311 
389	198 195 120 116 
390	186 41 227 321 39 39 
391	164 8 227 78 
392	78 215 207 230 
393	72 50 35 296 
394	74 74 145 216 315 
395	35 321 283 200 
396	207 54 135 
397	2 200 70 68 
398	243 216 253 250 
399	151 207 23 150 
400	131 78 
401	28 
402	230 23 
403	215 212 244 
404	245 215 243 
405	207 242 250 87 
406	101 94 5 95 96 
407	219 80 304 305 
408	246 120 228 
409	44 242 321 231 
410	247 248 216 200 34 
411	186 283 321 
412	78 216 41 22 
413	216 
414	74 74 235 187 258 36 36 
415	186 195 
416	216 229 173 
417	249 250 103 
418	72 158 186 251 41 
419	28 200 211 252 
420	173 36 321 109 36 
421	211 231 36 36 148 
422	28 200 219 78 328 
423	137 219 35 151 
424	44 211 109 
425	89 89 8 74 74 109 
426	78 186 41 187 
427	142 187 235 41 
428	219 208 
429	41 200 187 216 137 
430	199 199 109 36 36 321 
431	74 216 74 321 
432	229 200 109 41 
433	78 164 
434	72 211 39 39 207 220 
435	235 
436	36 269 250 36 8 239 
437	41 74 74 235 187 150 
438	219 211 200 235 137 
439	164 219 45 70 
440	230 173 23 216 
441	210 75 70 
442	74 74 216 173 283 
443	173 177 39 39 217 
444	173 36 36 
445	74 36 74 175 36 
446	216 241 253 
447	72 41 140 
448	101 74 74 321 
449	173 74 74 9 9 151 
450	131 77 53 235 259 
451	229 
452	224 
453	229 
454	153 
455	245 
456	67 
457	2 70 113 
458	210 99 273 320 
459	43 254 143 278 
460	94 83 45 195 
461	85 101 240 255 330 269 
462	158 34 30 
463	58 88 5 
464	85 58 89 89 
465	1 
466	256 128 234 
467	15 75 275 178 
468	99 268 
469	21 6 3 
470	29 129 130 76 
471	91 182 49 92 
472	76 77 132 
473	11 6 
474	126 
475	63 257 40 
476	258 127 29 31 
477	65 16 
478	172 123 
479	5 225 
480	34 
481	43 191 159 333 
482	89 41 89 
483	9 9 89 89 135 88 
484	66 67 159 183 
485	74 74 131 62 31 
486	259 103 303 
487	91 92 
488	101 119 102 
489	5 91 182 154 
490	9 9 8 36 36 52 
491	205 178 169 228 325 
492	61 128 62 230 
493	64 20 97 107 
494	131 127 321 78 
495	142 23 249 
496	181 249 52 146 
497	89 89 244 64 90 
498	77 227 31 150 131 
499	59 183 3 
500	128 77 321 
501	55 9 9 158 210 
502	234 299 320 28 
503	129 33 101 
504	258 105 53 
505	36 216 36 143 
506	155 56 39 39 131 
507	115 260 150 112 
508	142 207 204 
509	261 218 
510	72 211 36 36 321 
511	63 
512	176 262 150 
513	24 179 
514	146 94 
515	72 163 100 116 333 
516	242 105 91 92 109 
517	35 263 244 
518	200 78 218 
519	153 54 126 185 
520	235 204 215 
521	242 229 164 321 
522	178 35 
523	225 161 265 252 
524	55 9 9 97 89 89 
525	249 156 103 
526	35 126 
527	158 42 8 250 
528	242 72 45 75 
529	213 22 195 
530	249 186 109 200 
531	259 39 39 211 
532	94 45 
533	120 115 173 36 36 
534	200 177 74 74 
535	78 216 36 36 321 
536	142 172 235 116 
537	72 162 150 
538	101 266 187 327 321 
539	41 36 36 55 70 34 
540	83 173 143 
541	72 78 195 
542	242 70 23 
543	72 216 173 267 
544	242 220 273 44 
545	216 8 321 100 333 
546	28 235 39 39 
547	35 215 
548	250 41 70 22 
549	158 195 137 
550	242 158 207 244 
551	267 
552	167 148 87 44 
553	186 161 44 325 
554	188 72 215 70 
555	218 242 22 228 
556	74 74 211 39 39 
557	242 186 122 
558	42 71 
559	187 200 27 151 
560	242 156 219 
561	268 231 204 
562	74 74 211 150 231 
563	229 200 51 
564	176 35 219 228 
565	72 35 215 36 36 
566	73 8 150 
567	242 186 8 36 36 
568	2 126 
569	122 211 
570	158 
571	270 325 
572	17 18 290 19 
573	167 213 115 
574	5 267 
575	155 18 
576	23 217 95 
577	271 49 310 
578	237 10 11 162 
579	89 89 141 91 
580	34 5 
581	199 199 49 156 35 
582	170 42 
583	154 
584	91 
585	58 57 
586	258 33 
587	104 78 71 201 54 
588	149 192 96 96 
589	72 97 35 
590	229 149 153 43 
591	55 89 89 74 74 321 
592	91 92 
593	216 273 320 
594	142 238 23 
595	28 53 188 227 
596	188 35 
597	268 150 91 92 
598	148 74 74 229 216 
599	72 199 35 162 199 
600	151 78 131 
601	200 199 199 36 36 70 
602	229 192 325 
603	222 156 39 39 
604	74 74 235 39 39 207 
605	151 186 175 158 
606	196 
607	72 215 41 
608	221 8 267 333 150 
609	94 
610	153 211 
611	229 
612	55 9 9 89 89 
613	148 52 
614	221 267 21 
615	37 80 304 305 74 74 86 
616	91 34 30 
617	51 
618	25 
619	16 22 71 
620	13 96 
621	258 29 
622	94 32 45 
623	152 49 42 
624	153 128 274 
625	163 21 23 217 333 
626	81 31 181 
627	10 24 272 273 260 
628	30 191 249 
629	55 74 74 
630	21 257 78 
631	74 74 79 72 
632	20 159 191 
633	94 88 120 95 
634	92 
635	89 89 36 36 88 
636	256 321 
637	137 60 139 
638	9 9 244 156 335 
639	262 47 28 
640	212 
641	210 117 
642	142 259 211 53 
643	74 74 38 219 37 332 
644	137 35 175 
645	258 33 147 31 
646	28 204 200 131 
647	74 74 55 320 36 36 
648	124 275 234 
649	115 
650	137 35 228 126 
651	28 200 276 
652	74 74 206 72 128 
653	74 72 74 328 158 
654	146 277 48 
655	278 255 332 
656	186 
657	9 9 235 
658	213 33 129 
659	72 74 211 74 218 
660	228 216 8 120 
661	164 233 219 115 23 
662	215 325 36 36 
663	216 41 230 
664	225 231 
665	229 235 78 216 92 
666	211 231 279 321 235 
667	195 173 116 36 36 
668	72 50 
669	32 123 60 83 
670	158 210 
671	21 6 116 
672	259 110 99 
673	6 280 185 
674	155 56 157 
675	137 8 194 321 
676	90 257 28 
677	94 30 
678	186 120 
679	281 190 258 
680	59 119 3 
681	88 
682	4 29 31 
683	84 244 284 
684	91 
685	75 59 54 87 
686	61 231 131 31 150 
687	155 56 89 89 157 
688	259 53 36 36 211 
689	87 184 211 
690	229 241 317 
691	38 41 
692	107 188 195 215 
693	282 
694	268 204 131 
695	94 
696	51 91 92 
697	94 88 
698	262 226 
699	159 59 
700	161 252 186 7 
701	72 35 160 36 36 
702	105 106 325 
703	188 179 121 235 
704	9 9 196 116 235 126 
705	216 207 321 241 
706	27 249 51 191 
707	72 150 
708	151 202 150 68 69 
709	236 
710	271 116 96 96 
711	211 39 39 91 92 215 
712	72 105 273 44 
713	215 36 36 
714	231 225 
715	246 200 249 315 
716	72 213 
717	109 
718	1 
719	85 63 267 
720	168 
721	17 18 19 92 
722	100 123 322 
723	15 105 107 307 
724	87 42 
725	64 103 41 166 
726	52 284 84 
727	204 31 325 
728	104 124 
729	186 38 156 175 
730	74 199 199 74 38 12 
731	74 74 148 36 36 
732	61 76 22 
733	59 146 45 
734	229 180 333 
735	285 
736	187 82 
737	231 89 89 
738	286 154 
739	83 219 164 36 36 
740	9 266 101 9 326 
741	188 275 114 318 
742	211 235 225 204 
743	28 238 158 96 96 
744	54 216 315 195 
745	74 74 213 83 
746	265 
747	94 
748	216 235 320 187 
749	245 
750	6 
751	229 
752	161 
753	49 92 
754	4 29 105 31 
755	56 17 120 
756	18 19 103 
757	36 36 
758	58 200 78 
759	9 9 34 30 
760	66 70 116 
761	59 141 3 121 
762	36 83 77 36 9 9 
763	81 96 
764	270 
765	146 287 154 269 255 59 
766	182 88 195 
767	64 238 94 88 
768	87 3 191 
769	270 28 61 149 
770	177 30 184 227 268 
771	99 114 
772	94 120 91 92 
773	74 74 147 148 158 
774	76 235 131 
775	158 
776	158 
777	148 74 74 41 158 
778	60 207 289 252 
779	8 265 70 75 
780	40 322 325 42 
781	72 186 35 
782	145 96 96 
783	76 53 
784	244 
785	91 
786	109 
787	229 
788	145 
789	78 241 
790	91 92 96 
791	164 258 33 127 96 
792	58 135 148 
793	24 115 273 291 291 
794	21 30 265 
795	77 31 
796	168 25 
797	8 
798	17 19 18 
799	5 30 
800	21 141 121 119 
801	32 200 322 
802	43 234 
803	10 11 171 
804	55 64 34 
805	29 127 31 
806	6 293 235 
807	33 34 
808	58 9 9 131 
809	16 194 325 
810	35 186 104 194 
811	148 39 39 235 150 
812	69 231 
813	107 161 169 182 
814	75 80 304 305 
815	59 158 182 44 
816	147 
817	136 
818	153 
819	91 92 
820	294 89 89 
821	295 
822	235 39 39 206 231 
823	39 39 72 9 9 
824	262 83 94 
825	61 31 77 127 
826	155 56 157 170 
827	16 109 
828	198 214 216 53 
829	188 224 215 148 
830	196 116 68 291 291 69 
831	258 187 211 235 
832	45 
833	28 30 78 
834	102 150 229 
835	89 89 
836	76 131 
837	224 196 98 
838	39 39 9 9 32 38 
839	237 199 199 249 232 
840	216 36 116 36 35 
841	238 126 109 195 
842	247 156 273 150 
843	151 173 36 36 
844	151 211 8 36 36 
845	199 199 227 228 69 172 
846	74 74 199 199 211 
847	273 216 138 50 
848	176 137 175 
849	42 
850	229 53 
851	24 227 9 9 
852	145 91 92 
853	145 32 
854	296 
855	245 
856	187 81 82 
857	59 191 159 78 
858	191 
859	245 
860	134 214 271 
861	259 131 77 84 
862	274 314 67 
863	58 89 135 89 
864	10 11 310 
865	16 137 275 
866	64 58 90 
867	81 233 
868	126 106 252 105 
869	35 113 230 257 70 
870	106 189 234 
871	101 256 297 
872	81 259 103 303 
873	107 108 93 
874	292 298 122 
875	49 291 291 35 
876	62 128 274 18 
877	101 
878	9 9 108 191 231 
879	77 76 176 31 
880	200 113 144 177 
881	88 95 105 
882	91 92 
883	34 30 91 
884	227 
885	32 
886	3 159 162 40 
887	146 82 
888	129 33 
889	94 205 147 45 
890	173 78 22 92 
891	188 78 109 
892	227 28 245 70 211 
893	27 228 216 
894	76 131 
895	269 255 
896	268 54 191 
897	28 
898	216 173 201 210 
899	72 74 74 89 89 135 
900	72 137 42 205 
901	235 173 83 31 
902	88 90 64 67 
903	104 
904	87 320 229 
905	235 115 227 
906	138 8 36 36 31 
907	27 186 216 
908	36 36 83 28 
909	42 
910	150 
911	76 131 
912	227 
913	229 149 197 
914	112 300 
915	134 
916	109 
917	172 
918	301 234 
919	150 
920	45 32 296 
921	94 
922	211 321 72 78 229 
923	109 
924	91 92 
925	211 
926	145 
927	273 
928	180 
929	17 19 146 
930	176 110 
931	145 63 331 
932	61 174 23 31 
933	151 28 
934	259 103 302 303 
935	29 33 130 31 
936	91 
937	105 123 
938	80 304 305 
939	76 29 
940	5 32 182 
941	38 12 37 290 86 
942	274 
943	274 152 
944	34 
945	255 21 15 
946	107 21 109 108 
947	259 103 303 
948	59 296 159 
949	94 90 45 182 
950	71 70 
951	52 284 
952	6 280 
953	16 
954	193 
955	27 89 89 
956	64 
957	223 
958	131 
959	31 
960	148 74 74 28 175 
961	200 26 126 
962	53 320 178 299 
963	120 248 306 234 
964	164 286 50 
965	64 205 12 332 
966	171 167 
967	261 221 209 3 
968	33 258 283 
969	190 124 160 
970	77 227 109 31 127 
971	204 131 
972	219 216 321 195 
973	259 53 268 
974	80 304 305 312 
975	100 216 241 91 217 333 
976	159 
977	286 194 72 318 
978	59 188 121 
979	155 104 
980	150 227 
981	30 
982	268 132 
983	295 234 
984	89 89 
985	158 
986	268 202 132 
987	164 
988	259 103 303 31 
989	241 
990	36 74 74 83 36 218 
991	36 36 55 79 
992	147 307 150 
993	9 89 283 169 9 89 
994	9 9 31 39 39 315 
995	9 36 9 2 36 148 
996	59 188 
997	208 
998	237 28 276 
999	60 213 78 
1000	216 8 228 22 288 
1001	207 36 36 74 74 109 
1002	67 235 39 39 7 
1003	228 54 291 291 273 
1004	229 120 8 
1005	142 235 8 150 
1006	219 36 231 36 
1007	199 199 216 321 74 74 
1008	229 
1009	164 38 235 
1010	308 53 320 
1011	149 193 
1012	72 145 
1013	309 
1014	225 259 
1015	163 
1016	96 96 
1017	283 119 
1018	80 304 305 
1019	35 216 321 
1020	78 
1021	129 
1022	28 187 
1023	211 
1024	200 122 
1025	266 158 230 
1026	71 16 232 
1027	17 18 19 36 36 
1028	94 30 
1029	73 113 160 
1030	12 37 
1031	13 5 30 
1032	200 49 43 
1033	16 
1034	86 12 
1035	87 210 
1036	10 11 171 
1037	102 150 96 
1038	148 158 90 
1039	137 180 295 25 
1040	10 11 
1041	20 70 13 
1042	61 31 230 
1043	163 258 33 150 
1044	91 34 30 
1045	40 257 216 
1046	94 279 
1047	42 32 178 
1048	270 75 265 310 
1049	51 21 252 
1050	298 201 
1051	94 88 30 115 
1052	229 149 270 
1053	38 74 74 67 164 
1054	149 46 315 176 
1055	148 9 219 79 9 
1056	158 
1057	258 129 130 
1058	259 91 92 
1059	49 
1060	176 183 225 
1061	53 
1062	99 91 92 
1063	53 252 
1064	177 191 
1065	66 
1066	91 92 
1067	122 
1068	88 
1069	183 
1070	91 92 
1071	137 
1072	179 
1073	30 
1074	66 
1075	148 
1076	310 
1077	222 
1078	91 
1079	220 179 260 
1080	186 161 230 216 
1081	64 35 252 205 
1082	236 33 129 311 
1083	235 206 316 146 
1084	52 297 150 28 
1085	156 35 178 
1086	155 56 157 
1087	50 231 216 116 
1088	249 45 244 207 
1089	151 161 105 
1090	24 210 115 273 
1091	59 164 289 96 100 
1092	72 36 36 70 
1093	208 209 196 333 
1094	72 70 194 
1095	142 44 60 
1096	96 121 
1097	36 36 252 67 
1098	235 204 78 42 
1099	229 59 150 
1100	74 74 219 200 211 
1101	59 20 97 51 
1102	101 9 9 89 89 
1103	142 167 179 22 
1104	35 243 126 
1105	194 200 252 
1106	161 106 123 
1107	118 22 44 
1108	268 227 53 
1109	101 76 
1110	91 92 
1111	149 268 183 270 
1112	186 
1113	6 185 36 36 
1114	91 92 
1115	311 
1116	6 117 150 313 
1117	71 99 262 
1118	131 78 31 229 
1119	222 149 197 
1120	177 150 91 92 
1121	309 
1122	129 
1123	131 78 229 31 
1124	80 150 194 
1125	94 44 
1126	215 243 264 288 312 
1127	190 153 134 
1128	101 148 79 55 
1129	28 188 45 109 
1130	28 204 
1131	72 211 36 36 201 328 
1132	231 94 45 175 
1133	145 23 217 109 78 
1134	148 211 158 91 92 9 9 
1135	216 53 83 272 320 
1136	259 53 235 216 
1137	216 53 235 131 
1138	66 75 44 
1139	59 83 67 
1140	114 320 270 34 
1141	9 9 89 89 200 67 
1142	139 88 321 336 
1143	148 74 59 74 
1144	137 60 124 70 
1145	235 145 55 28 
1146	77 31 288 264 
1147	225 41 31 
1148	96 96 
1149	142 245 321 
1150	115 
1151	72 172 41 42 
1152	74 74 175 36 36 158 
1153	215 158 150 218 
1154	72 224 241 
1155	216 218 116 120 
1156	216 36 36 35 188 
1157	78 228 186 45 
1158	38 211 
1159	229 225 53 
1160	131 
1161	268 
1162	205 
1163	229 
1164	91 92 
1165	198 
1166	117 
1167	184 295 
1168	51 
1169	268 
1170	67 
1171	145 
1172	184 
1173	158 91 92 150 
1174	258 129 
1175	212 244 
1176	71 104 
1177	153 
1178	227 
1179	41 90 
1180	148 79 158 
1181	227 78 
1182	100 91 92 
1183	259 211 41 321 
1184	27 235 216 283 
1185	229 35 36 36 175 
1186	211 39 39 321 
1187	28 
1188	36 28 36 
1189	291 291 28 
1190	211 286 
1191	235 216 320 207 
1192	80 304 305 218 
1193	28 311 36 36 
1194	211 231 74 74 
1195	27 228 216 231 
1196	246 187 45 207 
1197	55 79 
1198	115 199 
1199	241 
1200	72 
1201	83 
1202	91 92 
1203	211 78 
1204	91 92 
1205	148 
1206	229 
1207	42 
1208	241 
1209	49 105 279 
1210	73 21 52 
1211	59 45 182 
1212	293 136 265 286 
1213	34 30 
1214	176 42 106 
1215	31 
1216	117 
1217	16 265 53 
1218	85 93 145 
1219	27 
1220	142 141 65 
1221	43 26 
1222	19 55 18 158 
1223	30 
1224	46 148 301 
1225	147 16 276 285 
1226	21 93 198 
1227	177 21 186 91 92 
1228	290 86 37 
1229	56 38 86 37 
1230	16 273 318 
1231	152 49 117 
1232	120 31 
1233	91 92 150 
1234	161 106 324 325 
1235	101 76 
1236	73 97 
1237	72 158 59 35 
1238	55 
1239	91 92 
1240	6 
1241	25 180 98 
1242	38 12 37 
1243	17 18 19 131 
1244	5 95 
1245	274 33 
1246	182 32 
1247	58 89 190 89 
1248	63 257 85 200 
1249	259 103 
1250	114 291 291 96 96 
1251	99 
1252	256 2 244 
1253	124 34 293 169 
1254	111 146 124 227 
1255	16 295 
1256	33 129 
1257	64 97 135 216 
1258	246 162 
1259	40 97 104 205 
1260	9 9 89 94 89 
1261	148 89 89 42 321 
1262	59 131 77 
1263	139 
1264	83 200 39 39 142 
1265	210 196 320 
1266	63 176 105 124 
1267	30 
1268	158 
1269	91 92 
1270	76 29 78 
1271	99 
1272	221 
1273	270 262 
1274	91 92 
1275	5 
1276	26 293 233 
1277	53 227 
1278	90 79 
1279	156 13 
1280	227 
1281	79 
1282	91 92 
1283	13 
1284	62 
1285	229 199 199 
1286	32 160 
1287	48 49 
1288	79 
1289	114 
1290	209 138 
1291	66 108 
1292	24 167 
1293	15 153 
1294	90 
1295	66 12 
1296	148 
1297	196 
1298	42 205 
1299	211 63 299 
1300	97 150 107 
1301	149 27 164 176 
1302	76 77 89 294 89 31 
1303	207 106 9 9 148 
1304	174 127 69 
1305	148 75 20 107 
1306	94 
1307	51 182 
1308	163 267 209 333 190 
1309	149 183 96 96 262 
1310	232 91 92 214 
1311	42 32 
1312	229 
1313	28 21 
1314	146 181 200 257 
1315	208 120 116 59 
1316	30 94 201 96 
1317	161 41 105 
1318	42 
1319	296 91 92 
1320	215 216 180 321 
1321	83 275 295 
1322	252 70 164 219 
1323	229 186 8 120 
1324	177 235 83 209 
1325	2 43 208 120 
1326	94 88 41 30 
1327	55 74 216 148 74 
1328	145 82 
1329	133 214 271 134 
1330	67 
1331	149 47 53 
1332	94 32 44 
1333	235 207 33 129 
1334	66 177 150 
1335	256 
1336	257 
1337	9 9 72 
1338	268 53 89 150 89 
1339	96 96 
1340	167 220 179 
1341	306 218 
1342	76 131 70 
1343	94 
1344	262 222 47 
1345	63 40 
1346	102 
1347	316 
1348	235 
1349	268 131 
1350	89 89 
1351	179 272 
1352	36 36 40 
1353	74 74 94 147 45 
1354	73 164 245 70 
1355	74 74 78 321 
1356	224 210 124 
1357	317 229 149 
1358	235 321 131 204 
1359	250 132 
1360	148 158 74 74 321 
1361	83 74 74 170 89 89 328 
1362	148 74 135 89 74 328 89 
1363	208 186 105 161 
1364	78 250 205 187 
1365	249 79 74 74 41 
1366	44 
1367	188 211 320 225 169 
1368	188 211 53 72 
1369	224 164 
1370	71 200 
1371	211 235 204 
1372	102 253 
1373	74 36 148 74 36 158 
1374	199 199 89 89 35 
1375	72 210 160 
1376	94 186 51 
1377	78 215 173 
1378	281 78 250 36 36 
1379	177 219 73 330 
1380	202 118 187 
1381	216 228 
1382	148 232 273 36 36 
1383	199 291 199 291 68 69 
1384	36 36 74 74 296 87 
1385	116 180 
1386	74 74 28 224 249 
1387	36 36 239 8 321 
1388	146 
1389	28 229 
1390	84 
1391	53 228 
1392	107 161 186 201 
1393	87 150 
1394	38 
1395	156 91 92 
1396	309 
1397	92 91 53 211 
1398	150 
1399	177 
1400	317 
1401	122 
1402	103 
1403	276 
1404	229 
1405	210 
1406	309 
1407	91 92 53 
1408	179 237 
1409	76 204 229 
1410	307 
1411	235 
1412	151 
1413	229 149 8 
1414	72 
1415	227 
1416	94 
1417	52 234 
1418	53 320 
1419	53 91 92 
1420	249 
1421	225 53 150 
1422	8 
1423	103 227 
1424	235 
1425	211 53 
1426	223 192 
1427	210 94 
1428	192 259 320 53 8 
1429	214 134 94 
1430	237 10 220 
1431	28 
1432	211 39 39 243 23 
1433	27 35 216 92 23 
1434	27 315 320 235 
1435	196 235 39 39 
1436	164 219 321 36 36 
1437	74 74 213 158 36 36 
1438	72 219 35 126 
1439	26 119 318 78 
1440	236 109 124 
