Students	2293
258	115 116 209 210 
259	132 129 188 46 
260	157 23 176 
261	51 21 
262	188 42 46 
263	208 172 135 
264	46 21 27 
265	47 171 21 
266	56 91 51 
267	201 15 34 
268	102 29 21 
269	74 84 99 82 
270	17 
271	19 56 68 84 
272	211 200 110 
273	212 128 7 125 46 
274	40 
275	63 
276	55 56 51 
277	59 12 111 
278	177 172 
279	102 126 213 
280	22 84 85 
281	130 69 
282	28 84 
283	89 41 38 32 
284	23 33 
285	67 88 
286	104 95 28 46 
287	132 50 51 21 
288	63 
289	128 7 176 
290	132 116 15 27 
291	158 85 172 135 
292	3 129 157 124 
293	98 84 99 
294	202 203 56 23 
295	22 147 106 
296	202 203 48 
297	4 22 214 
298	76 99 
299	56 91 92 51 
300	215 38 51 21 
301	19 56 23 93 
302	71 136 14 60 
303	134 135 
304	81 150 
305	216 41 21 
306	85 99 82 
307	217 218 
308	71 190 94 179 
309	160 161 52 26 
310	145 45 71 
311	102 
312	188 106 46 
313	59 26 
314	52 53 13 54 
315	37 103 21 
316	63 147 
317	112 
318	71 23 40 
319	176 38 21 
320	211 53 13 109 
321	207 37 219 150 
322	202 203 139 
323	132 122 
324	62 126 15 168 
325	194 28 
326	220 41 51 
327	63 84 
328	104 102 41 20 
329	161 66 84 57 
330	56 68 221 
331	213 108 
332	199 64 
333	161 67 222 
334	56 91 51 21 
335	37 41 21 52 
336	183 223 98 84 
337	166 160 161 108 
338	181 209 
339	151 224 225 
340	58 59 
341	106 221 181 205 
342	145 124 
343	18 
344	23 204 172 
345	91 17 
346	91 
347	115 69 50 26 
348	92 53 
349	44 161 67 
350	183 2 24 32 
351	31 88 15 
352	63 99 82 
353	9 126 50 106 
354	147 106 221 
355	142 94 33 
356	44 16 
357	31 37 23 
358	128 23 88 122 
359	102 131 
360	9 
361	56 88 85 99 
362	16 
363	226 41 179 
364	152 
365	142 113 
366	61 
367	7 157 46 60 
368	150 98 99 
369	104 128 183 58 
370	165 113 64 49 
371	123 89 13 
372	24 221 222 
373	169 227 
374	223 84 
375	46 179 97 
376	140 129 228 46 
377	192 126 122 208 
378	207 183 58 
379	58 223 84 99 
380	114 41 20 
381	192 23 
382	83 33 170 
383	12 23 73 27 
384	44 126 168 26 
385	223 147 20 
386	130 63 229 
387	47 168 111 
388	183 55 218 
389	46 97 136 
390	84 172 134 135 
391	217 218 
392	52 53 
393	188 42 95 96 
394	213 
395	224 230 97 
396	160 161 34 
397	56 84 85 
398	44 129 188 95 
399	23 41 
400	45 84 96 
401	46 179 97 
402	101 157 199 
403	160 161 46 
404	52 53 
405	202 203 35 24 
406	151 231 176 224 155 
407	71 116 182 
408	208 109 
409	129 157 22 117 
410	152 142 220 33 
411	102 114 136 
412	71 189 17 25 
413	23 73 150 5 
414	147 119 
415	101 128 227 183 
416	130 53 13 54 
417	184 92 
418	37 232 162 150 
419	104 233 152 34 
420	76 77 97 86 87 
421	199 23 15 114 
422	101 188 157 94 
423	143 71 84 85 
424	3 227 12 33 
425	166 23 88 70 
426	84 85 103 
427	104 9 
428	129 188 46 
429	177 
430	140 182 
431	92 181 171 103 
432	160 161 46 
433	153 46 
434	107 135 175 
435	56 29 60 
436	160 161 234 
437	114 20 
438	123 140 129 88 201 
439	23 201 41 
440	81 58 139 
441	92 84 
442	13 
443	160 161 131 52 
444	216 189 225 33 
445	71 12 93 
446	166 186 23 83 
447	202 203 224 219 
448	123 177 172 
449	126 57 
450	129 160 161 
451	9 39 24 52 
452	46 53 109 54 
453	188 157 207 
454	223 56 84 85 
455	129 84 85 46 
456	207 183 223 
457	151 3 34 
458	72 193 40 52 
459	50 54 137 168 
460	37 84 85 103 
461	53 13 
462	98 208 
463	31 70 103 
464	226 37 168 187 
465	223 56 
466	48 37 99 
467	156 88 115 
468	58 37 
469	126 106 
470	162 113 109 
471	45 37 8 56 
472	162 150 155 
473	63 85 99 235 
474	8 98 84 
475	69 15 189 
476	89 84 85 
477	140 164 46 
478	167 152 9 33 
479	53 13 54 
480	209 
481	190 
482	53 13 54 
483	151 236 224 96 
484	12 52 53 13 
485	162 219 150 200 
486	92 196 180 146 
487	201 126 33 
488	140 45 153 146 
489	100 237 
490	62 23 88 
491	160 161 84 25 
492	208 84 85 
493	27 170 
494	115 126 73 109 
495	46 
496	88 
497	23 70 119 181 
498	207 183 
499	93 238 97 136 
500	9 93 103 41 
501	23 53 13 54 
502	41 
503	152 142 131 33 
504	188 157 75 219 
505	123 44 45 
506	18 220 170 
507	183 9 56 142 
508	18 187 
509	45 106 107 
510	44 143 18 111 
511	47 177 
512	143 236 215 34 
513	156 54 110 60 
514	23 239 41 
515	240 74 241 73 
516	126 92 5 
517	103 41 38 20 
518	52 109 
519	132 129 188 46 
520	62 41 
521	123 115 208 
522	102 207 152 168 
523	13 109 54 
524	236 71 213 33 
525	236 18 29 170 
526	53 13 109 
527	48 
528	212 45 18 170 
529	143 236 142 215 
530	44 215 
531	183 226 
532	106 98 208 
533	8 223 18 
534	48 12 
535	242 207 81 58 152 
536	149 136 26 
537	48 64 
538	71 103 220 170 
539	152 12 54 168 
540	41 20 
541	129 95 168 
542	89 231 208 85 
543	48 138 64 
544	188 42 46 
545	23 108 155 33 
546	76 132 84 85 
547	123 202 203 44 75 
548	3 196 180 146 
549	123 50 103 
550	143 50 131 34 
551	207 183 179 168 
552	134 135 220 
553	243 196 180 177 
554	132 129 188 46 
555	55 218 29 20 
556	145 23 231 46 
557	45 236 155 168 
558	129 71 189 176 
559	126 131 94 33 
560	56 106 98 
561	36 84 85 34 
562	44 23 229 
563	23 33 
564	123 104 94 
565	23 182 84 
566	123 100 167 
567	236 71 18 34 
568	44 152 25 
569	50 53 
570	44 181 168 111 
571	104 184 160 161 
572	223 147 84 51 
573	40 244 
574	123 151 
575	53 13 54 
576	123 44 152 126 
577	44 45 106 187 
578	5 245 220 114 
579	9 147 89 231 106 
580	3 152 94 187 
581	152 228 93 41 33 
582	76 152 106 179 187 
583	23 5 94 33 
584	64 
585	123 184 46 
586	102 2 152 
587	102 2 152 
588	102 65 38 32 
589	132 162 219 64 
590	88 33 
591	184 55 13 
592	56 
593	8 84 85 
594	101 128 7 
595	167 18 60 
596	152 106 98 
597	152 5 106 208 117 
598	184 140 129 45 
599	92 211 179 
600	44 140 142 46 
601	72 85 99 82 
602	62 126 170 
603	236 219 103 
604	44 45 142 106 
605	104 151 3 153 
606	92 96 
607	152 228 246 
608	45 106 117 170 
609	123 83 35 106 
610	9 117 103 41 
611	138 129 188 46 
612	138 81 58 64 
613	247 23 126 
614	9 24 
615	152 33 
616	152 33 187 
617	44 45 106 34 
618	83 93 
619	23 139 94 41 
620	81 183 58 
621	44 45 245 187 
622	142 94 33 
623	23 115 92 119 
624	152 93 41 33 
625	184 10 
626	236 213 221 93 
627	212 33 34 
628	152 126 93 187 
629	71 239 220 33 
630	44 106 98 52 
631	248 183 106 
632	102 168 170 
633	44 143 83 131 
634	192 106 208 117 
635	45 83 117 
636	45 83 106 117 
637	249 23 142 
638	123 98 135 
639	71 106 
640	152 165 163 18 
641	248 183 250 33 
642	3 233 165 
643	48 139 5 109 
644	219 64 34 
645	45 163 
646	166 106 93 170 
647	123 153 108 
648	167 22 
649	130 85 135 
650	45 106 117 
651	130 126 73 131 
652	44 45 23 
653	45 207 84 117 
654	123 128 44 152 
655	123 
656	248 220 
657	126 94 41 34 
658	88 106 107 
659	123 106 107 
660	152 94 106 179 
661	192 106 208 52 
662	207 23 53 54 
663	44 45 152 34 
664	167 218 9 
665	45 106 46 34 
666	44 71 75 
667	160 152 83 106 117 
668	11 71 84 187 
669	123 241 
670	44 45 106 187 
671	140 143 142 103 
672	45 162 144 117 
673	249 115 52 
674	29 33 
675	36 94 34 
676	152 50 106 41 
677	123 102 126 
678	23 201 190 94 
679	23 88 89 231 41 
680	123 44 34 
681	44 45 152 106 
682	83 108 33 
683	123 146 
684	101 44 140 45 111 
685	231 131 94 
686	23 165 220 33 
687	52 238 97 27 
688	23 142 5 94 
689	123 202 203 139 75 
690	213 93 53 
691	143 9 139 106 
692	152 52 53 
693	44 152 106 
694	44 143 165 131 
695	152 179 168 
696	167 152 9 106 
697	249 179 238 34 
698	45 189 164 106 
699	44 45 165 215 
700	151 152 153 5 
701	19 182 18 
702	152 9 1 106 
703	9 27 
704	31 152 
705	226 152 126 34 
706	166 25 33 96 
707	71 142 93 41 
708	114 41 111 
709	140 221 32 
710	221 181 33 168 
711	44 23 142 117 
712	9 5 106 117 
713	52 53 
714	37 152 94 41 187 
715	37 152 165 
716	52 27 
717	102 152 5 234 175 
718	236 92 18 29 
719	152 208 84 
720	48 88 
721	123 44 236 179 
722	52 53 34 
723	12 50 33 
724	44 45 152 
725	212 189 131 
726	130 37 33 168 
727	236 144 215 117 
728	102 93 
729	44 45 213 106 
730	202 203 201 18 
731	152 126 94 
732	243 167 236 18 
733	23 50 53 
734	23 65 33 168 
735	71 106 107 
736	152 5 
737	143 23 46 168 
738	37 23 
739	167 236 33 179 
740	236 115 92 18 
741	139 33 
742	44 163 5 
743	207 183 152 5 
744	48 22 201 
745	123 166 213 117 
746	152 106 107 34 
747	236 213 204 18 
748	212 102 18 187 
749	71 25 
750	215 208 
751	123 184 140 143 46 
752	44 45 34 
753	243 236 213 18 
754	123 209 117 
755	207 183 152 106 
756	9 18 170 
757	44 45 23 131 159 
758	152 
759	169 142 163 54 
760	19 45 83 46 
761	166 115 196 96 
762	143 236 18 96 
763	42 215 239 117 
764	249 23 228 18 
765	23 70 34 
766	151 236 213 215 
767	152 234 
768	94 221 93 
769	22 52 168 
770	115 83 18 
771	71 
772	3 152 50 39 
773	37 83 94 
774	207 228 20 33 
775	44 143 192 208 
776	217 52 
777	240 152 106 
778	24 155 33 
779	207 220 170 
780	207 83 18 
781	37 236 106 103 
782	123 37 236 96 
783	37 84 85 181 170 
784	89 94 
785	29 34 
786	102 249 106 34 
787	102 71 220 170 
788	236 245 96 
789	207 236 
790	44 152 46 111 
791	102 236 50 18 
792	152 155 
793	236 18 179 111 
794	19 236 89 251 
795	129 221 33 
796	100 45 152 106 117 
797	44 33 53 111 
798	236 71 106 251 
799	143 5 106 117 
800	123 143 152 34 
801	102 106 
802	152 52 
803	152 71 93 
804	8 9 208 
805	45 142 
806	44 45 142 
807	62 23 18 34 
808	71 33 111 
809	166 236 88 204 
810	213 131 219 
811	88 18 179 97 
812	140 236 18 
813	152 139 64 
814	143 236 142 215 
815	236 71 33 96 
816	44 45 187 
817	221 245 29 220 
818	71 126 18 229 
819	236 71 252 106 107 
820	250 93 103 
821	236 18 94 
822	45 
823	164 106 98 52 
824	169 3 143 165 
825	11 37 
826	236 190 94 220 
827	221 222 
828	236 50 215 
829	236 204 29 33 
830	181 168 
831	152 83 121 
832	193 40 
833	23 73 50 94 
834	102 106 208 159 
835	3 37 236 96 
836	44 236 215 
837	44 167 236 33 
838	123 143 236 252 18 
839	92 190 
840	102 94 93 187 
841	106 98 117 111 
842	169 3 106 
843	44 23 
844	217 106 98 
845	27 170 
846	123 236 
847	241 23 126 
848	9 220 33 
849	123 140 23 
850	94 29 220 187 
851	236 71 
852	143 106 107 93 
853	45 142 245 117 
854	220 
855	23 33 168 
856	123 143 236 34 
857	123 253 236 106 34 
858	236 96 
859	151 44 236 142 
860	123 236 153 93 
861	151 236 155 111 
862	44 236 18 34 
863	11 236 106 117 
864	201 126 29 187 
865	62 94 33 34 
866	160 53 
867	45 211 106 117 
868	104 157 183 46 
869	19 140 45 168 
870	140 152 5 
871	236 215 33 34 
872	37 236 22 50 
873	143 236 18 187 
874	130 126 114 179 
875	151 236 142 18 
876	151 236 142 18 
877	236 213 220 33 
878	102 236 245 34 
879	254 236 33 111 
880	143 236 246 18 
881	151 236 155 18 
882	236 163 18 96 
883	236 71 213 106 
884	236 142 220 33 
885	31 207 236 
886	236 182 33 111 
887	254 236 103 34 
888	44 207 236 93 
889	236 204 18 96 
890	37 236 71 
891	253 236 71 106 
892	236 1 
893	123 236 18 111 
894	37 236 215 34 
895	236 201 41 33 
896	236 92 215 111 
897	236 50 221 33 
898	236 88 92 215 
899	143 167 236 18 
900	167 236 139 18 
901	236 50 
902	123 236 
903	236 71 18 117 
904	236 204 221 96 
905	236 92 155 221 
906	253 236 201 144 215 
907	123 253 236 106 
908	151 253 236 142 
909	236 71 165 221 
910	253 236 142 215 33 
911	123 236 165 
912	37 236 71 215 
913	143 236 215 187 
914	207 236 71 96 
915	151 236 18 34 
916	236 18 111 
917	151 236 18 
918	236 50 164 94 
919	253 236 142 18 
920	44 236 215 
921	44 253 236 50 215 
922	236 88 33 111 
923	236 50 18 221 
924	151 236 144 220 
925	236 18 221 251 
926	236 18 221 111 
927	253 236 18 221 34 
928	143 236 106 
929	207 183 236 
930	143 236 252 23 98 
931	236 71 190 18 
932	143 236 165 18 
933	143 236 215 34 
934	37 236 23 144 
935	236 142 18 
936	123 236 215 111 
937	236 142 204 94 
938	236 18 221 96 
939	236 106 117 111 
940	123 151 236 34 
941	236 83 
942	236 92 144 
943	37 236 88 251 
944	236 204 18 251 
945	236 201 94 251 
946	236 83 215 220 
947	102 236 201 165 
948	143 236 201 205 
949	123 236 33 34 
950	207 236 1 
951	236 88 213 33 
952	123 236 144 245 
953	151 37 236 144 
954	236 220 54 34 
955	236 115 149 
956	44 236 18 111 
957	167 236 22 
958	236 215 251 175 
959	236 106 251 27 
960	151 143 236 190 
961	236 18 
962	44 236 71 34 
963	151 236 215 111 
964	11 236 94 111 
965	236 18 33 111 
966	236 201 215 
967	11 236 190 18 
968	236 18 117 187 
969	143 236 213 18 
970	243 236 50 18 
971	236 106 111 
972	236 23 18 34 
973	236 50 215 
974	236 92 93 96 
975	236 18 93 
976	254 236 164 18 
977	236 18 34 
978	151 253 236 190 
979	240 236 
980	236 190 18 168 
981	236 221 187 
982	143 236 252 18 
983	236 213 117 93 
984	167 236 155 103 
985	236 33 34 
986	143 236 213 18 
987	44 236 18 
988	236 163 5 34 
989	123 236 228 94 
990	236 83 106 117 
991	151 236 155 18 
992	151 236 144 34 
993	236 71 18 251 
994	207 236 33 111 
995	247 236 213 75 
996	143 236 215 
997	236 115 18 
998	123 236 50 18 
999	143 236 71 190 
1000	236 18 93 
1001	236 18 33 34 
1002	151 236 33 
1003	11 44 236 
1004	123 236 18 221 
1005	123 236 213 94 
1006	143 236 213 18 
1007	236 89 106 84 245 
1008	236 252 245 
1009	236 23 5 
1010	236 83 18 220 
1011	236 92 18 103 
1012	236 18 33 34 
1013	123 143 236 
1014	202 203 236 219 
1015	102 236 213 94 
1016	236 92 165 204 
1017	123 44 236 165 
1018	243 236 252 18 
1019	167 236 71 
1020	143 236 50 18 
1021	253 236 165 215 
1022	44 236 50 18 
1023	236 224 221 
1024	69 
1025	37 236 144 245 
1026	236 23 245 33 
1027	143 236 213 215 
1028	236 71 33 111 
1029	123 143 236 18 
1030	236 211 103 111 
1031	167 236 18 33 
1032	236 213 94 221 
1033	236 142 92 
1034	37 236 252 18 220 
1035	102 236 213 93 
1036	143 236 50 18 
1037	236 213 18 
1038	236 71 190 18 
1039	143 236 33 111 
1040	236 215 34 
1041	236 117 220 
1042	236 18 103 33 
1043	243 236 18 34 
1044	229 175 
1045	19 44 236 34 
1046	236 18 96 
1047	236 50 18 
1048	102 236 94 111 
1049	236 71 50 
1050	44 236 71 252 220 
1051	207 236 33 34 
1052	236 33 187 
1053	19 236 71 18 
1054	236 142 181 33 
1055	143 236 215 181 
1056	236 164 10 179 
1057	236 71 215 
1058	236 139 215 220 
1059	236 213 18 220 
1060	104 102 236 
1061	236 221 33 
1062	236 165 18 29 
1063	236 50 215 
1064	236 71 165 215 
1065	151 236 92 179 
1066	236 92 
1067	123 236 204 
1068	236 215 187 
1069	236 50 18 103 
1070	123 143 236 
1071	19 236 213 18 
1072	44 236 18 
1073	243 236 252 18 111 
1074	243 236 33 
1075	37 236 252 213 33 
1076	236 18 
1077	236 213 18 245 
1078	123 236 50 93 
1079	44 37 236 165 
1080	123 236 33 
1081	123 236 18 96 
1082	207 236 18 96 
1083	253 236 165 106 
1084	236 71 33 34 
1085	236 23 94 34 
1086	37 236 71 252 18 
1087	123 236 83 18 
1088	236 71 213 18 
1089	123 236 71 111 
1090	236 213 18 
1091	236 18 96 
1092	44 236 18 111 
1093	151 236 71 50 
1094	236 215 33 
1095	151 143 236 18 
1096	236 71 18 220 
1097	143 236 18 
1098	123 236 213 18 
1099	151 236 171 111 
1100	152 114 
1101	143 236 164 18 
1102	236 92 18 
1103	236 18 117 34 
1104	236 18 245 
1105	151 44 236 190 
1106	202 203 166 236 34 
1107	45 236 94 41 
1108	236 213 94 33 
1109	140 236 22 33 
1110	62 236 111 
1111	213 53 13 
1112	236 
1113	123 165 204 215 
1114	44 45 236 50 
1115	236 
1116	11 236 23 50 
1117	123 93 
1118	256 257 259 260 259 
1119	261 262 263 265 
1120	267 268 269 270 
1121	271 259 270 273 259 
1122	274 274 275 276 277 278 
1123	272 281 283 259 259 
1124	280 269 262 270 
1125	280 293 295 296 
1126	298 270 273 299 300 
1127	302 303 295 263 
1128	303 259 270 272 259 
1129	269 289 306 
1130	307 308 270 273 310 
1131	311 313 258 314 
1132	318 261 319 320 
1133	272 312 270 321 285 
1134	322 324 259 326 273 259 
1135	327 303 327 330 326 330 
1136	272 271 276 331 
1137	332 259 325 258 259 
1138	334 335 336 337 
1139	274 271 274 338 275 258 
1140	340 327 341 330 327 330 
1141	327 281 330 327 277 330 
1142	344 288 345 346 
1143	306 289 272 349 
1144	350 351 352 353 355 
1145	357 357 325 358 359 
1146	360 361 363 364 
1147	365 368 369 
1148	340 328 371 
1149	373 375 278 291 
1150	376 297 377 378 
1151	293 345 276 259 259 
1152	298 289 270 259 259 
1153	311 303 380 381 
1154	383 273 385 
1155	274 387 274 275 276 
1156	302 306 276 388 359 
1157	389 390 391 315 316 
1158	393 297 395 
1159	397 398 399 
1160	401 298 295 270 
1161	272 401 298 264 
1162	402 403 403 404 404 405 
1163	403 403 406 407 408 408 
1164	332 298 270 260 
1165	257 414 414 258 416 416 
1166	271 284 418 314 
1167	419 415 329 404 404 
1168	311 384 420 277 
1169	389 292 346 315 316 
1170	393 255 421 264 
1171	387 264 326 400 
1172	389 425 325 330 330 
1173	427 428 359 309 
1174	292 429 430 377 
1175	431 389 391 377 352 
1176	433 434 435 
1177	311 313 346 316 315 
1178	361 437 438 
1179	389 439 442 
1180	419 282 415 444 
1181	445 364 316 447 
1182	448 280 449 264 
1183	274 274 338 275 450 449 
1184	267 384 338 451 
1185	276 450 259 260 259 
1186	280 266 454 341 
1187	269 306 346 283 
1188	456 457 459 
1189	460 302 281 330 330 
1190	311 462 
1191	464 466 467 
1192	469 470 471 472 286 
1193	362 473 294 295 473 
1194	475 296 309 477 
1195	274 293 274 338 453 478 
1196	266 454 303 464 479 
1197	272 327 293 330 327 330 
1198	272 480 413 260 
1199	481 
1200	389 446 482 377 
1201	386 346 418 483 
1202	272 261 377 315 316 
1203	302 441 439 485 
1204	306 486 
1205	272 393 430 443 
1206	441 439 304 453 
1207	488 489 420 273 
1208	261 455 476 398 
1209	308 326 462 490 310 
1210	491 492 492 493 494 300 
1211	305 429 
1212	497 498 384 499 
1213	272 327 282 330 327 330 
1214	448 500 
1215	502 504 
1216	327 330 327 505 330 
1217	327 347 304 327 326 
1218	497 384 258 381 
1219	506 493 297 316 507 
1220	469 470 329 509 
1221	288 388 510 359 
1222	376 377 
1223	457 274 274 421 406 404 404 
1224	511 455 479 315 316 
1225	391 455 476 510 
1226	512 281 282 513 
1227	327 330 327 276 315 316 330 
1228	308 272 273 490 
1229	515 516 383 346 
1230	389 506 476 418 315 316 
1231	327 330 327 299 388 330 300 
1232	257 517 404 404 
1233	268 293 276 418 
1234	518 519 
1235	468 521 509 522 523 
1236	503 347 325 330 330 
1237	475 377 443 
1238	473 294 264 473 407 
1239	333 271 526 527 
1240	511 439 426 416 416 
1241	271 528 450 529 
1242	327 330 327 273 443 330 
1243	498 414 414 297 381 
1244	280 298 257 273 
1245	505 335 
1246	332 533 264 258 
1247	280 534 535 512 
1248	386 389 292 
1249	539 441 540 541 542 
1250	386 280 544 271 
1251	445 515 545 545 492 492 
1252	292 546 333 495 
1253	539 
1254	327 476 297 330 327 330 
1255	387 384 380 452 
1256	274 334 274 276 263 
1257	393 462 443 
1258	550 551 273 552 
1259	553 453 377 555 
1260	441 334 415 453 
1261	261 362 556 352 
1262	439 442 
1263	403 403 557 399 
1264	280 517 557 558 
1265	459 384 398 
1266	386 452 499 377 
1267	464 314 559 
1268	333 498 399 
1269	281 455 430 330 330 
1270	473 498 384 398 473 
1271	289 326 560 352 
1272	386 304 492 492 
1273	344 391 482 316 315 
1274	419 524 476 514 
1275	345 384 270 326 
1276	517 406 563 405 
1277	564 565 566 
1278	304 559 
1279	449 276 326 359 
1280	292 502 464 401 
1281	403 403 406 404 405 404 
1282	544 504 276 263 
1283	323 304 567 337 
1284	502 327 568 327 330 330 
1285	570 515 430 300 
1286	303 498 499 398 
1287	274 298 274 289 275 315 316 
1288	500 364 377 
1289	571 414 414 572 
1290	440 264 
1291	361 302 306 276 
1292	573 574 398 272 
1293	576 362 257 335 
1294	327 577 330 327 330 
1295	579 572 
1296	389 271 346 315 316 
1297	274 489 274 384 581 
1298	288 257 270 400 
1299	280 272 504 309 
1300	456 481 486 
1301	583 269 273 
1302	292 296 400 260 
1303	584 367 255 548 
1304	585 486 437 
1305	544 306 259 358 259 
1306	384 486 587 437 388 
1307	386 298 425 325 
1308	389 268 473 425 473 
1309	304 263 395 449 
1310	588 308 330 330 310 
1311	435 505 
1312	327 255 415 330 327 330 
1313	274 274 517 455 404 589 404 
1314	590 288 591 358 
1315	311 476 418 
1316	449 303 306 259 259 
1317	431 537 593 509 
1318	594 569 453 316 315 
1319	295 364 358 260 
1320	393 304 421 258 
1321	401 270 259 259 286 
1322	425 330 259 409 330 259 
1323	386 259 270 401 259 
1324	460 503 413 379 300 
1325	517 415 404 404 
1326	561 544 271 263 
1327	298 376 276 315 316 
1328	325 416 597 355 416 
1329	386 280 259 449 259 
1330	501 256 504 263 
1331	292 598 441 270 
1332	259 556 600 273 259 
1333	362 395 601 
1334	603 479 316 
1335	329 430 453 555 
1336	525 443 
1337	372 485 
1338	412 546 534 284 
1339	550 271 281 330 330 
1340	570 386 372 364 300 
1341	280 293 303 528 
1342	533 281 449 259 259 
1343	270 259 520 259 
1344	302 413 610 260 
1345	344 475 441 391 
1346	590 259 276 611 259 
1347	457 403 403 499 406 330 330 
1348	475 481 486 551 
1349	269 384 452 504 
1350	270 284 259 349 259 
1351	573 510 
1352	535 557 504 404 
1353	327 274 274 306 384 327 
1354	397 326 614 321 285 
1355	311 592 258 418 
1356	615 304 370 
1357	410 592 401 450 
1358	419 476 297 354 
1359	465 466 
1360	570 389 304 617 
1361	618 375 
1362	535 426 557 558 
1363	302 439 442 422 
1364	458 558 
1365	403 403 459 315 
1366	288 362 294 335 
1367	274 274 406 405 408 408 
1368	502 332 313 259 259 
1369	332 306 259 396 259 
1370	623 605 534 298 
1371	305 288 271 418 
1372	386 625 298 270 
1373	384 585 574 437 
1374	627 
1375	534 289 306 296 
1376	425 415 281 330 330 
1377	535 324 325 330 330 
1378	403 403 517 404 278 404 
